system:index,B2,B3,B4,B5,B6,B7,B8,landcover,ndd,ndsi,ndvi,.geo
1_1_2_49_0,6041,6086,6393,6546,6471,6429,6212,2,1.0291371,0.79581,-0.014359381,
1_1_2_50_0,6539,6469,6867,7049,6958,6945,6815,2,1.0076302,0.7689363,-0.003800614,
1_1_2_51_0,6623,6546,6958,7122,7174,7022,6943,2,1.0021604,0.7703854,-0.0010790591,
1_1_2_52_0,6009,6038,6375,6498,6445,6433,6235,2,1.0224539,0.7478651,-0.0111023,
1_1_2_53_0,6425,6375,6755,6873,6734,6767,6701,2,1.0080585,0.7600773,-0.0040130797,
1_1_2_54_0,6238,6293,6617,6708,6713,6733,6594,2,1.0034881,0.73887813,-0.0017409734,
1_1_2_55_0,5698,5678,5900,5951,5868,5750,5563,2,1.0605788,0.75707877,-0.029398935,
1_1_2_56_0,6371,6378,6775,6955,6938,6822,6727,2,1.0071354,0.7536431,-0.003555029,
1_1_2_57_0,6186,6219,6529,6632,6585,6303,6391,2,1.0215929,0.7575244,-0.010681114,
1_1_2_58_0,6310,6352,6714,6786,6805,6746,6585,2,1.01959,0.7367054,-0.009699977,
1_1_2_59_0,6350,6347,6707,6768,6729,6583,6492,2,1.0331177,0.8054331,-0.016289113,
1_1_2_60_0,5984,5900,6202,6276,6216,6075,5903,2,1.0506523,0.8246482,-0.024700537,
1_1_2_61_0,6325,6310,6666,6795,6761,6696,6570,2,1.0146118,0.81635004,-0.0072529465,
1_1_2_62_0,6492,6513,6955,7164,7045,7069,6868,2,1.0126674,0.7751431,-0.006293858,
1_1_2_63_0,6368,6343,6750,6806,6791,6797,6689,2,1.0091194,0.7592567,-0.0045390283,
1_1_2_64_0,6308,6401,6682,6761,6729,6525,6560,2,1.0185976,0.7884884,-0.0092131095,
1_1_2_65_0,6534,6481,6838,6960,6936,6845,6778,2,1.0088521,0.77780825,-0.0044065807,
1_1_2_66_0,6343,6273,6620,6759,6708,6590,6484,2,1.0209748,0.76878613,-0.010378511,
1_1_2_67_0,6535,6574,6987,7207,7106,7085,6977,2,1.0014333,0.7669668,-7.1612716E-4,
1_1_2_68_0,6668,6684,7021,7130,7240,7124,7048,2,0.99616915,0.77884233,0.001919113,
1_1_2_69_0,6663,6644,7095,7203,7232,7116,7091,2,1.0005641,0.77599573,-2.8196812E-4,
1_1_2_70_0,6045,5999,6271,6359,6289,6117,6038,2,1.0385889,0.79799193,-0.01892924,
1_1_2_71_0,6118,6125,6474,6609,6579,6505,6390,2,1.0131456,0.7851938,-0.006529851,
1_1_2_72_0,6036,6017,6359,6515,6477,6443,6244,2,1.0184177,0.7799142,-0.009124812,
1_1_2_73_0,6348,6351,6724,6840,6787,6712,6585,2,1.0211086,0.77575845,-0.01044406,
1_1_2_74_0,6019,5982,6289,6387,6343,6139,6023,2,1.0441641,0.82211393,-0.021604938,
1_1_2_75_0,6343,6365,6721,6885,6845,6768,6609,2,1.0169466,0.79396844,-0.008402101,
1_1_2_76_0,6767,6757,7197,7342,7238,7182,7157,2,1.0055889,0.7875661,-0.0027866797,
1_1_2_77_0,6465,6458,6855,6989,6889,6740,6747,2,1.0160071,0.7797988,-0.007940009,
1_1_2_78_0,6632,6593,6963,7149,7114,6958,6902,2,1.008838,0.77517503,-0.0043995674,
1_1_2_79_0,6735,6727,7128,7297,7295,7301,7176,2,0.99331105,0.77915895,0.0033557047,
1_1_2_80_0,6804,6732,7170,7373,7317,7264,7161,2,1.0012568,0.7868613,-6.280092E-4,
1_1_2_81_0,6405,6389,6757,6896,6789,6844,6753,2,1.0005924,0.7671138,-2.96077E-4,
1_1_2_82_0,6482,6473,6889,7007,7007,6965,6890,2,0.99985486,0.7690626,7.257421E-5,
1_1_2_83_0,6274,6317,6677,6847,6859,6709,6594,2,1.0125872,0.7749368,-0.0062542385,
1_1_2_84_0,6264,6222,6493,6646,6539,6511,6231,2,1.0420479,0.82677627,-0.02059101,
1_1_2_85_0,6153,6202,6567,6792,6690,6629,6461,2,1.0164062,0.7689675,-0.008136322,
1_1_2_86_0,6108,6152,6469,6572,6523,6399,6326,2,1.0226052,0.7450007,-0.011176241,
1_1_2_87_0,6530,6525,6959,7062,7066,7063,6942,2,1.0024489,0.78351784,-0.0012229336,
1_1_2_88_0,6081,6044,6405,6558,6540,6387,6236,2,1.0271007,0.80122185,-0.013369195,
1_1_2_89_0,6142,6236,6538,6772,6758,6562,6504,2,1.0052276,0.7531628,-0.002606962,
1_1_2_90_0,6549,6516,6907,7062,7066,7029,6939,2,0.9953884,0.76681125,0.0023111368,
1_1_2_91_0,6215,6151,6446,6598,6483,6353,6258,2,1.0300416,0.84909064,-0.0147984885,
1_1_2_92_0,6377,6313,6561,6651,6579,6503,6350,2,1.0332284,0.8694107,-0.016342653,
1_1_2_93_0,6520,6539,6916,7085,7008,6988,6831,2,1.0124433,0.81714606,-0.0061831675,
1_1_2_94_0,6416,6327,6574,6696,6597,6488,6339,2,1.0370721,0.8360418,-0.018198714,
1_1_2_95_0,6392,6376,6689,6730,6705,6575,6510,2,1.0274962,0.8067441,-0.013561633,
1_1_2_96_0,6643,6597,7004,7084,7052,7010,6917,2,1.0125777,0.7941256,-0.006249551,
1_1_2_97_0,6405,6371,6705,6771,6642,6598,6514,2,1.0293214,0.8143244,-0.0144489,
1_1_2_98_0,6420,6399,6727,6888,6823,6663,6614,2,1.017085,0.8022814,-0.008470129,
1_1_2_99_0,6233,6188,6548,6687,6546,6399,6319,2,1.0362399,0.8253687,-0.017797466,
1_1_2_100_0,6286,6255,6493,6573,6384,6201,6063,2,1.070922,0.815148,-0.034246575,
1_1_2_101_0,6171,6157,6476,6564,6485,6398,6276,2,1.0318674,0.8119482,-0.015683815,
1_1_2_102_0,6727,6707,7102,7281,7306,7242,7137,2,0.99509597,0.7736348,0.0024580378,
1_1_2_103_0,6310,6359,6751,7053,6899,6941,6788,2,0.9945492,0.7551753,0.002732846,
1_1_2_104_0,5970,5919,6150,6261,6172,6010,5767,2,1.0664123,0.80073017,-0.032138962,
1_1_2_105_0,6207,6253,6606,6786,6711,6703,6531,2,1.0114837,0.77314615,-0.005709066,
1_1_2_106_0,6101,6148,6448,6639,6563,6467,6336,2,1.0176767,0.78306264,-0.008760951,
1_1_2_107_0,6450,6505,6877,7058,6982,6961,6894,2,0.9975341,0.76287264,0.0012344782,
1_1_2_108_0,6263,6283,6684,6839,6645,6765,6592,2,1.0139563,0.76488763,-0.006929798,
1_1_2_109_0,6192,6121,6367,6430,6381,6241,6038,2,1.0544882,0.8342823,-0.026521564,
1_1_2_110_0,6416,6452,6824,6904,6879,6797,6738,2,1.0127634,0.77986205,-0.006341248,
1_1_2_111_0,6441,6405,6775,6824,6808,6734,6651,2,1.0186439,0.82244986,-0.009235811,
1_1_2_112_0,6296,6231,6488,6615,6559,6457,6257,2,1.0369186,0.8613891,-0.018124755,
1_1_2_113_0,6438,6366,6716,6770,6777,6686,6517,2,1.0305356,0.8654945,-0.0150381625,
1_1_2_114_0,6223,6237,6611,6755,6552,6450,6461,2,1.0232162,0.796371,-0.011474908,
1_1_2_115_0,6488,6469,6847,6982,6918,6889,6771,2,1.0112244,0.80622643,-0.005580849,
1_1_2_116_0,6155,6105,6405,6563,6514,6403,6244,2,1.0257847,0.8221161,-0.0127282785,
1_1_2_117_0,6221,6230,6573,6715,6706,6630,6516,2,1.0087477,0.7904871,-0.004354802,
1_1_2_118_0,6468,6426,6783,6927,6866,6807,6766,2,1.0025126,0.8111612,-0.0012547051,
1_1_2_119_0,6882,6865,7303,7414,7408,7397,7335,2,0.99563736,0.78706235,0.002186091,
1_1_2_120_0,6715,6692,7074,7163,7141,7103,7031,2,1.0061158,0.76873267,-0.0030485643,
1_1_2_121_0,6211,6174,6486,6596,6539,6499,6301,2,1.0293604,0.798689,-0.014467819,
1_1_2_122_0,5823,5787,6109,6314,6230,6150,6009,2,1.0166417,0.8409416,-0.008252187,
1_1_2_123_0,6541,6518,6873,6975,6925,6860,6808,2,1.0095476,0.8005525,-0.0047511146,
1_1_2_124_0,6364,6286,6591,6682,6653,6552,6416,2,1.0272756,0.8556458,-0.013454294,
1_1_2_125_0,6577,6576,6925,7052,6989,6944,6881,2,1.0063944,0.8599915,-0.00318702,
1_1_2_126_0,6706,6634,7022,7170,7122,7047,6920,2,1.0147399,0.88171893,-0.0073160236,
1_1_2_127_0,6381,6296,6578,6684,6594,6474,6353,2,1.0354164,0.8660344,-0.017400047,
1_1_2_128_0,5022,5204,5125,4992,4759,4169,3677,2,1.3937993,0.9171118,-0.16450806,
1_1_2_129_0,4776,4941,4882,4782,4470,3831,3402,2,1.4350382,0.93537015,-0.17865765,
1_1_2_130_0,5149,5256,5284,5209,4964,4575,4120,2,1.2825242,0.88793105,-0.123777114,
1_1_2_131_0,5205,5360,5366,5302,4985,4606,4239,2,1.2658646,0.8843382,-0.11733472,
1_1_2_132_0,5021,5186,5151,5051,4845,4246,3866,2,1.332385,0.90277016,-0.1425086,
1_1_2_133_0,4893,5041,4992,4851,4587,3904,3633,2,1.374071,0.91418266,-0.15756522,
1_1_2_134_0,5030,5120,5098,5066,4808,4235,3832,2,1.3303758,0.90051967,-0.14176932,
1_1_2_135_0,5219,5279,5337,5255,5022,4451,4068,2,1.3119469,0.8830034,-0.13492823,
1_1_2_136_0,5001,5134,5162,5082,4927,4329,3979,2,1.2973108,0.8927189,-0.12941691,
1_1_2_137_0,5206,5375,5443,5486,5233,4852,4443,2,1.2250731,0.8754361,-0.10115314,
1_1_2_138_0,5257,5354,5446,5351,5236,4693,4490,2,1.2129176,0.87793756,-0.096215785,
1_1_2_139_0,5305,5392,5464,5431,5227,4868,4590,2,1.190414,0.8660668,-0.08693057,
1_1_2_140_0,5376,5451,5572,5543,5385,5001,4670,2,1.1931478,0.87030363,-0.08806874,
1_1_2_141_0,5182,5238,5197,5039,4763,4217,3825,2,1.3586928,0.9036889,-0.15207271,
1_1_2_142_0,5253,5364,5390,5345,5149,4636,4362,2,1.2356718,0.87650865,-0.10541427,
1_1_2_143_0,5302,5399,5440,5391,5177,4737,4473,2,1.216186,0.8749783,-0.09754867,
1_1_2_144_0,4865,5031,4957,4915,4717,3948,3525,2,1.4062412,0.91038543,-0.1688281,
1_1_2_145_0,5021,5154,5184,5057,4798,4214,3890,2,1.3326478,0.9036011,-0.14260525,
1_1_2_146_0,5077,5221,5186,5083,4879,4277,3768,2,1.3763269,0.90651816,-0.15836498,
1_1_2_147_0,5114,5278,5263,5128,4886,4313,3966,2,1.3270297,0.8992443,-0.14053527,
1_1_2_148_0,4985,5160,5150,5149,4920,4249,3714,2,1.3866451,0.9086369,-0.1620036,
1_1_2_149_0,5206,5361,5326,5208,5034,4398,4039,2,1.3186432,0.8761155,-0.13742658,
1_1_2_150_0,5265,5334,5307,5308,5115,4451,4137,2,1.2828137,0.8666667,-0.12388818,
1_1_2_151_0,5387,5500,5537,5513,5351,4911,4523,2,1.2241875,0.86662143,-0.10079523,
1_1_2_152_0,5387,5500,5561,5499,5298,4911,4507,2,1.2338585,0.8577943,-0.10468812,
1_1_2_153_0,5290,5426,5462,5423,5172,4728,4418,2,1.2363061,0.8598115,-0.105668016,
1_1_2_154_0,5163,5290,5285,5248,4942,4442,4006,2,1.3192711,0.87522155,-0.1376601,
1_1_2_155_0,5394,5537,5650,5671,5589,5150,4860,2,1.1625514,0.8331402,-0.07516651,
1_1_2_156_0,5462,5546,5664,5654,5461,5158,4757,2,1.1906664,0.834298,-0.08703579,
1_1_2_157_0,5530,5607,5703,5695,5506,5116,4770,2,1.1955975,0.8498845,-0.08908622,
1_1_2_158_0,5311,5415,5450,5412,5230,4728,4485,2,1.2151617,0.86146444,-0.09713136,
1_1_2_159_0,5147,5252,5305,5365,5093,4622,4241,2,1.2508842,0.87303853,-0.1114603,
1_1_2_160_0,5115,5279,5267,5242,5011,4467,4067,2,1.2950578,0.8706591,-0.12856224,
1_1_2_161_0,5005,5117,5119,5013,4808,4227,3813,2,1.3425125,0.8843675,-0.14621586,
1_1_2_162_0,5141,5289,5315,5407,5087,4825,4354,2,1.2207166,0.8383733,-0.0993898,
1_1_2_163_0,5175,5261,5330,5351,5170,4666,4295,2,1.2409779,0.8547506,-0.107532464,
1_1_2_164_0,5112,5251,5254,5120,4855,4374,4036,2,1.3017839,0.87837595,-0.13110872,
1_1_2_165_0,5010,5147,5183,5154,4912,4413,4005,2,1.2941324,0.8812134,-0.12821071,
1_1_2_166_0,4922,5080,5097,5002,4792,4291,4016,2,1.2691733,0.88113314,-0.11862175,
1_1_2_167_0,5223,5337,5420,5427,5264,4795,4505,2,1.2031077,0.8451167,-0.092191435,
1_1_2_168_0,5362,5479,5528,5535,5381,5012,4597,2,1.2025234,0.83735746,-0.09195062,
1_1_2_169_0,5355,5471,5504,5425,5234,4865,4490,2,1.2258352,0.858356,-0.101460874,
1_1_2_170_0,5177,5320,5291,5389,5076,4701,4262,2,1.241436,0.8575419,-0.107714854,
1_1_2_171_0,5504,5571,5687,5714,5473,5129,4771,2,1.1919932,0.8383105,-0.08758845,
1_1_2_172_0,4931,5087,5130,5087,4865,4308,4020,2,1.2761194,0.88827026,-0.12131148,
1_1_2_173_0,5153,5269,5311,5296,5047,4602,4310,2,1.2322506,0.87609047,-0.10404324,
1_1_2_174_0,5109,5300,5323,5231,4983,4507,4074,2,1.3065783,0.8824365,-0.13291477,
1_1_2_175_0,5538,5606,5706,5660,5509,4976,4740,2,1.2037975,0.8437757,-0.092475586,
1_1_2_176_0,5520,5603,5604,5592,5316,4919,4503,2,1.2445036,0.8522314,-0.1089344,
1_1_2_177_0,5286,5352,5391,5351,5165,4607,4279,2,1.2598737,0.8567216,-0.11499483,
1_1_2_178_0,5454,5515,5663,5703,5476,5164,4896,2,1.1566585,0.820132,-0.07263946,
1_1_2_179_0,5273,5330,5401,5226,5058,4542,4269,2,1.2651675,0.86265945,-0.11706308,
1_1_2_180_0,5405,5484,5511,5534,5246,4894,4609,2,1.1957041,0.8393426,-0.08913043,
1_1_2_181_0,5436,5480,5609,5572,5477,5049,4808,2,1.1665974,0.83430964,-0.07689354,
1_1_2_182_0,5542,5662,5829,5942,5843,5364,5097,2,1.1436139,0.82910675,-0.06699616,
1_1_2_183_0,5214,5370,5422,5455,5199,4726,4329,2,1.2524832,0.8549223,-0.112091064,
1_1_2_184_0,5581,5627,5766,5803,5591,5162,4942,2,1.1667341,0.83289903,-0.07695181,
1_1_2_185_0,5630,5695,5817,5648,5600,5038,4997,2,1.1640985,0.8406593,-0.07582763,
1_1_2_186_0,5618,5711,5883,5806,5813,5344,5204,2,1.1304766,0.83485943,-0.061242897,
1_1_2_187_0,5416,5496,5616,5569,5339,5014,4671,2,1.2023121,0.85050505,-0.09186352,
1_1_2_188_0,5664,5712,5836,5687,5619,5120,4926,2,1.1847341,0.84555733,-0.08455677,
1_1_2_189_0,5611,5705,5696,5706,5426,5000,4642,2,1.2270573,0.8498703,-0.10195395,
1_1_2_190_0,5309,5422,5444,5513,5386,4876,4436,2,1.2272317,0.84861916,-0.102024294,
1_1_2_191_0,5249,5320,5263,5242,4919,4385,4023,2,1.3082277,0.8712627,-0.13353436,
1_1_2_192_0,6009,6093,6380,6440,6341,6247,6128,2,1.0411227,0.790479,-0.020147106,
1_1_2_193_0,5979,6020,6305,6485,6267,5979,5890,2,1.0704584,0.79567486,-0.03403034,
1_1_2_194_0,6066,6108,6403,6497,6400,6182,5989,2,1.0691267,0.81085086,-0.03340865,
1_1_2_195_0,5989,6020,6308,6376,6240,6002,5769,2,1.0934304,0.8256255,-0.04463029,
1_1_2_196_0,6241,6279,6664,6873,6816,6656,6495,2,1.02602,0.84,-0.012842922,
1_1_2_197_0,6236,6312,6744,6742,6725,6541,6349,2,1.0622145,0.84967035,-0.030168792,
1_1_2_198_0,5622,5699,5716,5693,5524,4918,4524,2,1.2634836,0.85393625,-0.11640625,
1_1_2_199_0,5570,5617,5614,5561,5392,4772,4457,2,1.2595917,0.86147475,-0.114884324,
1_2_0_0,1693,2033,2467,2611,2713,2821,2877,4,0.8574904,-0.32693264,0.07672156,
1_2_1_0,1887,2210,2626,2783,2851,2969,3003,4,0.87445885,-0.30382738,0.066974595,
1_2_2_0,1916,2184,2595,2673,2682,2836,2891,4,0.8976133,-0.24494383,0.05395552,
1_2_3_0,1934,2426,3143,3340,3598,3689,3787,4,0.82994455,-0.33470452,0.092929296,
1_2_4_0,1780,2060,2463,2602,2728,2826,2866,4,0.8593859,-0.30393648,0.075623944,
1_2_5_0,1954,2253,2680,2812,2889,2957,3072,4,0.8723958,-0.2693368,0.06815021,
1_2_6_0,1681,2203,2883,3129,3339,3446,3444,4,0.837108,-0.34531948,0.088667616,
1_2_7_0,1720,2199,2954,3143,3365,3558,3569,4,0.82768285,-0.3968733,0.09428177,
1_2_8_0,1883,2331,2943,3118,3287,3392,3427,4,0.8587686,-0.29968455,0.07598116,
1_2_9_0,1754,2092,2638,2753,2860,2978,3094,4,0.852618,-0.3047524,0.07955339,
1_2_10_0,1822,2202,2663,2808,2892,3029,3055,4,0.87168574,-0.26856005,0.06855544,
1_2_11_0,1776,2280,2963,3204,3377,3496,3558,4,0.83277124,-0.3387471,0.09124368,
1_2_12_0,1751,2254,2888,3089,3258,3383,3390,4,0.8519174,-0.32806677,0.07996177,
1_2_13_0,2232,2550,2932,3049,3100,3196,3259,4,0.8996625,-0.17127071,0.052818608,
1_2_14_0,1796,2114,2515,2691,2762,2872,2893,4,0.86933976,-0.30311522,0.06989645,
1_2_15_0,1869,2171,2644,2807,2953,3073,3116,4,0.84852374,-0.28737897,0.08194444,
1_2_16_0,2053,2500,2981,3122,3269,3431,3460,4,0.8615607,-0.27567723,0.07436734,
1_2_17_0,1789,2165,2644,2786,2897,3055,3079,4,0.85872036,-0.31422237,0.07600909,
1_2_18_0,1631,2024,2531,2686,2805,2908,2922,4,0.8661876,-0.31074408,0.07170365,
1_2_19_0,1452,1840,2388,2580,2724,2871,2895,4,0.82487047,-0.38430652,0.0959682,
1_2_20_0,1710,1997,2400,2555,2625,2738,2791,4,0.85990685,-0.29020792,0.07532267,
1_2_21_0,1714,2069,2564,2711,2828,2979,2983,4,0.85953736,-0.30219224,0.075536326,
1_2_22_0,1694,2074,2552,2725,2808,2918,3010,4,0.84784055,-0.29837617,0.08234448,
1_2_23_0,1753,2072,2561,2704,2841,2975,3001,4,0.85338223,-0.29427794,0.07910823,
1_2_24_0,2097,2431,2900,3010,3119,3216,3277,4,0.88495576,-0.15014857,0.061032865,
1_2_25_0,1854,2205,2665,2863,2910,3058,3060,4,0.87091506,-0.20021763,0.06899563,
1_2_26_0,1335,1599,1860,1971,2018,2076,2059,4,0.9033511,-0.25315273,0.05077826,
1_2_27_0,1772,2016,2355,2474,2684,2789,2975,4,0.79159665,-0.3060241,0.1163227,
1_2_28_0,1457,1761,2228,2425,2570,2698,2763,4,0.8063699,-0.42880312,0.10719295,
1_2_29_0,1512,1730,2037,2224,2274,2356,2250,4,0.90533334,-0.20532843,0.049685095,
1_2_30_0,1703,2067,2519,2675,2780,2856,2862,4,0.8801537,-0.22029422,0.0637428,
1_2_31_0,1870,2131,2499,2663,2703,2796,2760,4,0.9054348,-0.16480501,0.049629208,
1_2_32_0,1760,2066,2408,2487,2547,2614,2596,4,0.9275809,-0.14592807,0.037569944,
1_2_33_0,1438,1685,1961,2074,2138,2216,2181,4,0.89912885,-0.18124393,0.053114437,
1_2_34_0,1780,2110,2468,2547,2603,2671,2652,4,0.9306184,-0.14747475,0.0359375,
1_2_35_0,1476,1804,2167,2265,2365,2450,2456,4,0.882329,-0.2543914,0.06251352,
1_2_36_0,1565,1866,2273,2435,2542,2628,2733,4,0.8316868,-0.2861515,0.09188973,
1_2_37_0,1625,1977,2398,2539,2580,2619,2563,4,0.93562233,-0.14802845,0.033259425,
1_2_38_0,1823,2127,2477,2559,2614,2671,2606,4,0.9504988,-0.103666246,0.025378713,
1_2_39_0,1710,2090,2393,2509,2544,2594,2569,4,0.93149084,-0.12534003,0.03546957,
1_2_40_0,1611,1956,2349,2491,2555,2645,2632,4,0.8924772,-0.22040653,0.0568159,
1_2_41_0,1612,1951,2301,2454,2498,2556,2505,4,0.9185629,-0.17154989,0.04244694,
1_2_42_0,1542,1912,2374,2497,2568,2680,2690,4,0.8825279,-0.23642172,0.062401265,
1_2_43_0,1400,1659,2066,2180,2261,2367,2400,4,0.86083335,-0.28274968,0.07478728,
1_2_44_0,1515,1778,2100,2211,2268,2339,2289,4,0.9174312,-0.19565709,0.043062203,
1_2_45_0,1580,1824,2070,2136,2180,2218,2154,4,0.96100277,-0.105882354,0.019886363,
1_2_46_0,1493,1720,1973,2048,2105,2152,2080,4,0.9485577,-0.15312654,0.026400197,
1_2_47_0,1596,1850,2121,2169,2214,2284,2229,4,0.9515478,-0.13247362,0.024827586,
1_2_48_0,1424,1559,1709,1781,1799,1814,1794,4,0.95261985,-0.11117446,0.024264915,
1_2_49_0,1455,1667,1940,2016,2080,2128,2116,4,0.9168242,-0.16670832,0.043392505,
1_2_50_0,1388,1557,1775,1849,1871,1940,1872,4,0.9481838,-0.11433447,0.026597204,
1_2_51_0,1461,1695,1952,1992,2047,2068,2058,4,0.94849366,-0.11000262,0.026433915,
1_2_52_0,1429,1566,1896,2086,2189,2371,2459,4,0.77104515,-0.33375877,0.1292767,
1_2_53_0,1133,1204,1447,1579,1665,1831,1946,4,0.7435766,-0.4654828,0.14706749,
1_2_54_0,1371,1517,1688,1783,1845,1812,1799,4,0.93829906,-0.12438673,0.03183252,
1_2_55_0,1271,1336,1438,1502,1494,1498,1434,4,1.0027894,0.017517136,-0.0013927576,
1_2_56_0,1363,1468,1699,1750,1809,1868,1861,4,0.91295004,-0.15389049,0.045505617,
1_2_57_0,1431,1538,1666,1735,1746,1792,1724,4,0.9663573,-0.05846342,0.017109144,
1_2_58_0,1514,1771,2033,2121,2166,2223,2166,4,0.9385965,-0.14671163,0.03167421,
1_2_59_0,1450,1635,1828,1905,1923,1983,1948,4,0.93839836,-0.14037855,0.03177966,
1_2_60_0,1320,1431,1556,1632,1648,1695,1678,4,0.9272944,-0.1361304,0.037724182,
1_2_61_0,1489,1625,1786,1860,1872,1931,1893,4,0.94347596,-0.07248858,0.02908399,
1_2_62_0,1499,1663,1835,1900,1916,1923,1848,4,0.99296534,-0.024347316,0.0035297312,
1_2_63_0,1703,1995,2396,2553,2688,2763,2770,4,0.86498195,-0.20990099,0.072396435,
1_2_64_0,1740,2086,2599,2756,2896,2974,3084,4,0.8427367,-0.25672546,0.08534225,
1_2_65_0,1526,1905,2483,2646,2844,2951,2963,4,0.838002,-0.32602158,0.08813808,
1_2_66_0,1652,2165,2730,2915,2978,3169,3133,4,0.8713693,-0.28841412,0.06873614,
1_2_67_0,1727,2307,2962,3162,3284,3384,3364,4,0.8804994,-0.29384756,0.06354727,
1_2_68_0,1634,1964,2376,2516,2575,2650,2678,4,0.88722926,-0.24722116,0.05975465,
1_2_69_0,1730,2120,2583,2750,2782,2863,2845,4,0.9079086,-0.22740525,0.04826824,
1_2_70_0,1098,1125,1259,1345,1402,1492,1458,4,0.8635117,-0.1975749,0.073242545,
1_2_71_0,1000,989,1145,1289,1355,1389,1427,4,0.80238265,-0.27386197,0.109642304,
1_2_72_0,1092,1093,1218,1314,1391,1382,1368,4,0.8903509,-0.22564648,0.05800464,
1_2_73_0,979,920,943,1006,1000,1053,1032,4,0.9137597,-0.102000974,0.04506329,
1_2_74_0,1239,1341,1653,1807,1978,1996,2107,4,0.7845278,-0.32358134,0.12074468,
1_2_75_0,1240,1283,1454,1496,1573,1673,1632,4,0.89093137,-0.19358894,0.057679843,
1_2_76_0,997,990,1101,1205,1263,1332,1329,4,0.82844245,-0.25981307,0.09382716,
1_2_77_0,1378,1423,1723,1828,1887,2018,2149,4,0.80176824,-0.31520692,0.11002066,
1_2_78_0,1171,1230,1413,1483,1518,1594,1623,4,0.87061,-0.20645161,0.06916996,
1_2_79_0,1887,2062,2363,2536,2584,2658,2642,4,0.8943982,-0.20738035,0.055744257,
1_2_80_0,1858,2149,2518,2599,2689,2786,2859,4,0.8807275,-0.23929204,0.06341826,
1_2_81_0,986,953,1012,1110,1073,1180,1141,4,0.88694125,-0.1967973,0.059916396,
1_2_82_0,1141,1175,1257,1352,1384,1435,1413,4,0.8895966,-0.26859632,0.058426965,
1_2_83_0,1352,1568,1950,2046,2210,2341,2404,4,0.8111481,-0.3972708,0.10427193,
1_2_84_0,1187,1266,1409,1476,1556,1642,1558,4,0.9043646,-0.2804774,0.050219078,
1_2_85_0,1649,2008,2531,2710,2853,2967,2998,4,0.84422946,-0.36745945,0.08446374,
1_2_86_0,1649,2008,2531,2710,2853,2967,2998,4,0.84422946,-0.36745945,0.08446374,
1_2_87_0,1470,1756,2223,2411,2554,2678,2734,4,0.8130944,-0.41709542,0.103086546,
1_2_88_0,1659,1974,2377,2502,2627,2713,2678,4,0.8876027,-0.34570765,0.059545007,
1_2_89_0,1532,1880,2339,2502,2635,2730,2699,4,0.86661726,-0.36454284,0.071456924,
1_2_90_0,1563,1911,2438,2603,2751,2867,2891,4,0.84330684,-0.36585367,0.085006565,
1_2_91_0,1323,1460,1725,1825,1892,1968,1918,4,0.89937437,-0.3242305,0.052978314,
1_2_92_0,1401,1598,2004,2171,2289,2438,2482,4,0.8074134,-0.37796807,0.106553726,
1_2_93_0,1537,1875,2301,2472,2569,2739,2743,4,0.83886254,-0.38057482,0.087628864,
1_2_94_0,1572,1947,2442,2654,2805,2897,2881,4,0.84762233,-0.3713271,0.08247229,
1_2_95_0,1508,1832,2339,2505,2644,2745,2777,4,0.84227586,-0.3857502,0.08561376,
1_2_96_0,1606,1993,2584,2753,2903,3015,3023,4,0.85478,-0.4071981,0.078294985,
1_2_97_0,1392,1693,2130,2312,2480,2555,2514,4,0.84725535,-0.43330544,0.08268734,
1_2_98_0,1422,1742,2225,2442,2555,2735,2770,4,0.8032491,-0.45029977,0.10910911,
1_2_99_0,1324,1533,1808,1910,2027,2099,2070,4,0.87342995,-0.35506943,0.0675606,
1_2_100_0,1518,1898,2394,2546,2655,2799,2871,4,0.8338558,-0.36891106,0.09059829,
1_2_101_0,1480,1798,2282,2440,2577,2673,2766,4,0.82501805,-0.39634043,0.095879555,
1_2_102_0,1362,1601,1974,2142,2253,2375,2472,4,0.7985437,-0.4178182,0.1120108,
1_2_103_0,1503,1834,2294,2449,2530,2664,2739,4,0.8375319,-0.36506838,0.08841645,
1_2_104_0,1436,1731,2142,2323,2428,2547,2583,4,0.8292683,-0.3765532,0.093333334,
1_2_105_0,1413,1656,2071,2260,2355,2516,2582,4,0.8020914,-0.41782388,0.10982162,
1_2_106_0,1502,1890,2393,2589,2724,2862,2904,4,0.8240358,-0.3950064,0.0964697,
1_2_107_0,1398,1635,1991,2130,2257,2375,2458,4,0.8100081,-0.40361115,0.10496741,
1_2_108_0,1460,1791,2217,2397,2537,2619,2741,4,0.8088289,-0.38516992,0.105687775,
1_2_109_0,1447,1724,2204,2360,2558,2599,2682,4,0.8217748,-0.3944503,0.097830534,
1_2_110_0,1467,1786,2255,2418,2560,2637,2659,4,0.8480632,-0.3685699,0.08221408,
1_2_111_0,1542,1840,2340,2538,2624,2761,2788,4,0.83931136,-0.36,0.0873635,
1_2_112_0,1541,1938,2499,2735,2860,3003,3045,4,0.8206897,-0.40387574,0.09848485,
1_2_113_0,1362,1613,2049,2230,2357,2454,2493,4,0.8219013,-0.40600258,0.09775429,
1_2_114_0,1497,1795,2289,2439,2564,2648,2736,4,0.83662283,-0.3946037,0.08895522,
1_2_115_0,1409,1663,2028,2160,2283,2365,2452,4,0.82707995,-0.39184496,0.094642855,
