system:index,B2,B3,B4,B5,B6,B7,B8,landcover,ndd,ndsi,ndvi,.geo
1_1_1_1_2_40_0,3817,4071,4570,4963,4905,5052,4771,1,0.9578705,0.3755702,0.021518039,
1_1_1_1_2_41_0,6427,6314,6701,6741,6754,6646,6416,1,1.0444202,0.8705377,-0.021727528,
1_1_1_1_2_42_0,6850,6799,7225,7421,7306,7133,6931,1,1.0424181,0.87300277,-0.02076858,
1_1_1_1_2_43_0,6981,6928,7361,7486,7468,7248,7056,1,1.0432256,0.87521994,-0.02115558,
1_1_1_1_2_44_0,5451,5515,5952,6206,5970,5875,5849,1,1.0176098,0.7148632,-0.008728074,
1_1_1_1_2_45_0,6399,6412,6805,6937,6894,6746,6595,1,1.0318424,0.88671476,-0.015671642,
1_1_1_1_2_46_0,6210,6160,6636,6730,6679,6665,6499,1,1.0210801,0.7862839,-0.010430149,
1_1_1_1_2_47_0,5760,5759,6128,6148,6079,5933,6023,1,1.0174332,0.74939245,-0.008641264,
1_1_1_1_2_48_0,5959,5953,6407,6576,6622,6453,6361,1,1.0072316,0.8210462,-0.003602757,
1_1_1_1_2_49_0,4753,4749,5232,5282,5382,5265,5259,1,0.99486595,0.5751244,0.0025736345,
1_1_1_1_2_50_0,5619,5581,6026,6306,6180,6080,6032,1,0.9990053,0.7971341,4.9759494E-4,
1_1_1_1_2_51_0,3872,3927,4329,4452,4597,4631,4483,1,0.965648,0.5378892,0.01747617,
1_1_1_1_2_52_0,4993,4965,5367,5534,5619,5523,5450,1,0.98477066,0.76533335,0.007673107,
1_1_1_1_2_53_0,5487,5424,5846,5988,6006,5942,5818,1,1.0048126,0.8204397,-0.0024005487,
1_1_1_1_2_54_0,6245,6222,6597,6747,6726,6527,6414,1,1.0285313,0.8603678,-0.014065022,
1_1_1_1_2_55_0,6225,6198,6557,6692,6645,6477,6396,1,1.025172,0.8462913,-0.012429553,
1_1_1_1_2_56_0,6406,6379,6761,6868,6837,6668,6559,1,1.0307974,0.8660231,-0.015165165,
1_1_1_1_2_57_0,5737,5708,6107,6221,6257,6119,6056,1,1.0084214,0.81033933,-0.0041930443,
1_1_1_1_2_58_0,6401,6350,6789,6997,6964,6792,6621,1,1.0253738,0.8670979,-0.012527964,
1_1_1_1_2_59_0,6283,6226,6610,6751,6723,6600,6440,1,1.0263975,0.8947048,-0.01302682,
1_1_1_1_2_60_0,6051,6010,6364,6524,6483,6363,6218,1,1.0234802,0.86183393,-0.011603879,
1_1_1_1_2_61_0,6002,5939,6280,6367,6342,6182,6168,1,1.0181582,0.8449829,-0.008997429,
1_1_1_1_2_62_0,6393,6330,6742,6860,6876,6740,6624,1,1.017814,0.856305,-0.008828371,
1_1_1_1_2_63_0,4220,4169,4443,4589,4536,4487,4439,1,1.0009011,0.7557381,-4.5034903E-4,
1_1_1_1_2_64_0,4563,4538,4861,5020,4986,4992,4853,1,1.0016484,0.7852085,-8.2355365E-4,
1_1_1_1_2_65_0,6273,6258,6741,6941,6949,6795,6634,1,1.016129,0.886929,-0.008,
1_1_1_1_2_66_0,5997,6029,6447,6578,6516,6406,6371,1,1.011929,0.79487944,-0.0059291623,
1_1_1_1_2_67_0,5243,5402,5908,5999,5887,6156,5843,1,1.0111244,0.7576053,-0.005531444,
1_1_1_1_2_68_0,6100,6104,6548,6726,6760,6669,6476,1,1.0111179,0.8064516,-0.0055282554,
1_1_1_1_2_69_0,6232,6219,6658,6822,6833,6668,6519,1,1.0213223,0.84403265,-0.010548683,
1_1_1_1_2_70_0,5091,5242,5715,5950,6031,5932,5684,1,1.005454,0.6958913,-0.002719537,
1_1_1_1_2_71_0,5046,5219,5734,6045,6151,6096,5815,1,0.9860705,0.72500414,0.0070135943,
1_1_1_1_2_72_0,6402,6428,6881,7043,7057,6782,6746,1,1.0200119,0.8762405,-0.009906802,
1_1_1_1_2_73_0,6520,6564,7029,7145,7166,6975,6829,1,1.0292869,0.8990308,-0.014432097,
1_1_1_1_2_74_0,6146,6100,6446,6595,6556,6474,6265,1,1.0288906,0.8524142,-0.014239635,
1_1_1_1_2_75_0,6162,6103,6468,6637,6645,6469,6339,1,1.0203502,0.8385299,-0.010072617,
1_1_1_1_2_76_0,6689,6744,7186,7333,7297,7141,6964,1,1.0318782,0.8751564,-0.015689045,
1_1_1_1_2_77_0,5616,5838,6307,6506,6450,6537,6257,1,1.0079911,0.69045895,-0.0039796242,
1_1_1_1_2_78_0,6607,6528,6895,6964,6968,6802,6625,1,1.0407547,0.86461014,-0.019970413,
1_1_1_1_2_79_0,4753,4649,4904,5005,5040,4953,4721,1,1.0387629,0.800891,-0.019012988,
1_1_1_1_2_80_0,4594,4478,4686,4727,4692,4643,4547,1,1.0305696,0.7962294,-0.015054695,
1_1_1_1_2_81_0,4160,4050,4206,4324,4277,4184,4086,1,1.0293685,0.78453404,-0.01447178,
1_1_1_1_2_82_0,6453,6433,6913,7083,6989,6858,6726,1,1.0278026,0.80196077,-0.013710682,
1_1_1_1_2_83_0,6516,6553,6996,7228,7167,6992,6792,1,1.0300354,0.8558482,-0.014795475,
1_1_1_1_2_84_0,7050,6986,7483,7563,7527,7335,7160,1,1.0451118,0.85010594,-0.022058321,
1_1_1_1_2_85_0,6408,6415,6886,7052,7040,6841,6685,1,1.0300673,0.85458225,-0.014810994,
1_1_1_1_2_86_0,5755,5700,6095,6243,6251,6157,5946,1,1.0250589,0.8307371,-0.012374387,
1_1_1_1_2_87_0,4532,4455,4738,4685,4867,4739,4716,1,1.004665,0.73380035,-0.0023270573,
1_1_1_1_2_88_0,4356,4454,4809,5089,5114,4941,4801,1,1.0016663,0.6211101,-8.324662E-4,
1_1_1_1_2_89_0,3968,3808,3976,4055,4051,3977,3887,1,1.0228969,0.7508046,-0.011318835,
1_1_1_1_2_90_0,5109,5037,5382,5405,5498,5312,5308,1,1.0139412,0.7410992,-0.0069223573,
1_1_1_1_2_91_0,4040,3980,4172,4247,4281,4221,4142,1,1.0072429,0.694338,-0.0036083714,
1_1_1_1_2_92_0,5506,5480,5860,5827,5794,5859,5728,1,1.0230447,0.7663175,-0.011391094,
1_1_1_1_2_93_0,8426,8362,8900,9068,9052,8956,8672,1,1.0262915,0.7829424,-0.012975188,
1_1_1_1_2_94_0,4337,4328,4631,4816,4882,4700,4604,1,1.0058645,0.6797982,-0.00292366,
1_1_1_1_2_95_0,5669,5660,6000,6147,6122,5985,5854,1,1.0249403,0.83766234,-0.0123165175,
1_1_1_1_2_96_0,6972,6921,7369,7548,7451,7293,7044,1,1.0461385,0.882753,-0.022549087,
1_1_1_1_2_97_0,6394,6436,6892,6979,6916,6753,6605,1,1.0434519,0.8617298,-0.021263985,
1_1_1_1_2_98_0,6953,6949,7414,7563,7463,7257,7048,1,1.0519296,0.8942347,-0.025307704,
1_1_1_1_2_99_0,6444,6560,6884,7011,6662,6516,6598,1,1.0433465,0.8471069,-0.02121347,
1_1_1_1_2_100_0,7028,7043,7495,7597,7542,7296,7108,1,1.0544457,0.8899772,-0.026501404,
1_1_1_1_2_101_0,6863,6852,7267,7365,7342,7103,6870,1,1.0577875,0.89046764,-0.028082337,
1_1_1_1_2_102_0,6033,6031,6485,6463,6549,6435,6290,1,1.0310016,0.77853143,-0.015264188,
1_1_1_1_2_103_0,6782,6745,7172,7266,7266,7037,6859,1,1.0456334,0.87726134,-0.022307748,
1_1_1_1_2_104_0,5803,5862,6368,6468,6341,6405,6279,1,1.0141742,0.7381764,-0.007037242,
1_1_1_1_2_105_0,5330,5442,5919,6134,6150,6098,5962,1,0.99278766,0.74032617,0.003619224,
1_1_1_1_2_106_0,5757,5744,6204,6320,6318,6206,6066,1,1.0227498,0.80515397,-0.011246944,
1_1_1_1_2_107_0,4807,4960,5334,5508,5303,5532,5300,1,1.0064151,0.6103896,-0.0031972916,
1_1_1_1_2_108_0,4549,4438,4716,4802,4812,4888,4717,1,0.999788,0.40398607,1.0601081E-4,
1_1_1_1_2_109_0,6479,6472,6930,7071,7077,6884,6730,1,1.0297177,0.87404084,-0.014641289,
1_1_1_1_2_110_0,6720,6677,7129,7290,7253,7100,6929,1,1.0288641,0.8915014,-0.014226775,
1_1_1_1_2_111_0,5873,5911,6385,6576,6562,6505,6348,1,1.0058286,0.75817966,-0.0029058352,
1_1_1_1_2_112_0,6135,6186,6582,6799,6810,6640,6480,1,1.0157408,0.80692273,-0.007808911,
1_1_1_1_2_113_0,6627,6616,7072,7171,7149,7035,6867,1,1.0298529,0.89434505,-0.014706938,
1_1_1_1_2_114_0,4268,4499,5058,5347,5378,5320,5155,1,0.9811833,0.4885029,0.009497699,
1_1_1_1_2_115_0,7170,7156,7597,7735,7710,7513,7356,1,1.0327624,0.84124535,-0.016117167,
1_1_1_1_2_116_0,7048,7087,7534,7617,7533,7481,7359,1,1.0237803,0.8190452,-0.011750487,
1_1_1_1_2_117_0,7050,7050,7529,7671,7652,7471,7304,1,1.030805,0.8295056,-0.01516888,
1_1_1_1_2_118_0,7207,7208,7644,7755,7698,7558,7389,1,1.0345107,0.84702116,-0.016962683,
1_1_1_1_2_119_0,7099,7106,7553,7725,7699,7544,7354,1,1.0270602,0.8371251,-0.013349433,
1_1_1_1_2_120_0,7043,7026,7485,7678,7600,7445,7240,1,1.0338398,0.83087945,-0.01663837,
1_1_1_1_2_121_0,7228,7208,7684,7798,7736,7627,7403,1,1.0379575,0.85248005,-0.018625306,
1_1_1_1_2_122_0,7160,7100,7581,7651,7635,7504,7289,1,1.0400604,0.83794975,-0.019636853,
1_1_1_1_2_123_0,7142,7101,7562,7666,7595,7487,7278,1,1.0390217,0.8389227,-0.019137466,
1_1_1_1_2_124_0,7214,7183,7596,7770,7699,7580,7389,1,1.0280147,0.8427399,-0.013813814,
1_1_1_1_2_125_0,6877,6872,7309,7444,7404,7181,7055,1,1.0360029,0.8804214,-0.017683096,
1_1_1_1_2_126_0,6783,6777,7205,7310,7287,7116,6945,1,1.037437,0.86951727,-0.018374559,
1_1_1_1_2_127_0,6837,6798,7246,7393,7348,7149,6998,1,1.0354387,0.86860913,-0.017410839,
1_1_1_1_2_128_0,6914,6871,7335,7523,7461,7273,7019,1,1.0450207,0.8628169,-0.022014769,
1_1_1_1_2_129_0,6961,6910,7327,7456,7394,7234,7006,1,1.0458179,0.879505,-0.02239587,
1_1_1_1_2_130_0,7045,7003,7453,7573,7569,7320,7123,1,1.0463288,0.8672177,-0.022639956,
1_1_1_1_2_131_0,7065,7067,7505,7593,7574,7370,7130,1,1.0525947,0.86047125,-0.025623506,
1_1_1_1_2_132_0,7036,7039,7467,7567,7525,7312,7112,1,1.0499157,0.87083054,-0.024350092,
1_1_1_1_2_133_0,6881,6893,7356,7546,7477,7321,7060,1,1.0419264,0.8519613,-0.020532742,
1_1_1_1_2_134_0,7142,7098,7537,7660,7626,7419,7203,1,1.0463696,0.8535057,-0.02265943,
1_1_1_1_2_135_0,6990,6967,7436,7552,7548,7382,7175,1,1.0363764,0.84997344,-0.017863253,
1_1_1_1_2_136_0,7031,7044,7477,7578,7540,7333,7093,1,1.0541378,0.8907529,-0.026355525,
1_1_1_1_2_137_0,7111,7083,7541,7694,7617,7387,7183,1,1.0498399,0.8825249,-0.024314046,
1_1_1_1_2_138_0,6849,6815,7248,7412,7358,7229,6976,1,1.0389909,0.8712246,-0.01912261,
1_1_1_1_2_139_0,6937,6891,7341,7430,7400,7203,6995,1,1.0494639,0.88510466,-0.024135044,
1_1_1_1_2_140_0,7104,7100,7522,7639,7582,7348,7155,1,1.0512928,0.8890515,-0.02500511,
1_1_1_1_2_141_0,6828,6892,7314,7446,7445,7258,7080,1,1.0330509,0.8820317,-0.016256774,
1_1_1_1_2_142_0,6948,6943,7434,7555,7520,7404,7205,1,1.0317835,0.8574104,-0.015643146,
1_1_1_1_2_143_0,6952,6989,7438,7562,7579,7385,7229,1,1.0289114,0.8577884,-0.014249676,
1_1_1_1_2_144_0,6715,6724,7205,7357,7370,7179,6964,1,1.0346066,0.8842651,-0.017008964,
1_1_1_1_2_145_0,6835,6817,7292,7453,7372,7229,7016,1,1.0393387,0.8797739,-0.019289907,
1_1_1_1_2_146_0,6600,6600,7089,7234,7155,7064,6852,1,1.0345885,0.8897638,-0.017000215,
1_1_1_1_2_147_0,6661,6638,7096,7276,7175,7055,6849,1,1.0360637,0.892516,-0.017712442,
1_1_1_1_2_148_0,6666,6666,7113,7283,7256,7095,6941,1,1.0247803,0.88438165,-0.012238509,
1_1_1_1_2_149_0,6723,6729,7204,7326,7279,7175,6927,1,1.0399884,0.87020564,-0.019602293,
1_1_1_1_2_150_0,7125,7105,7560,7696,7653,7440,7251,1,1.0426148,0.86654407,-0.020862872,
1_1_1_1_2_151_0,7351,7315,7730,7850,7886,7658,7474,1,1.034252,0.86678576,-0.016837675,
1_1_1_1_2_152_0,7002,6930,7367,7531,7498,7291,7087,1,1.0395089,0.87297297,-0.0193718,
1_1_1_1_2_153_0,7093,7056,7463,7559,7542,7371,7145,1,1.0445067,0.8718663,-0.021768894,
1_1_1_1_2_154_0,6938,6872,7334,7450,7426,7255,7057,1,1.0392518,0.869932,-0.019248141,
1_1_1_1_2_155_0,7056,6964,7394,7482,7396,7234,7044,1,1.0496876,0.8793685,-0.024241585,
1_1_1_1_2_156_0,6835,6767,7170,7279,7214,7070,6876,1,1.0427574,0.8786785,-0.020931225,
1_1_1_1_2_157_0,6769,6700,7143,7275,7207,7026,6833,1,1.0453681,0.8780659,-0.022180881,
1_1_1_1_2_158_0,6801,6727,7138,7285,7278,7102,6883,1,1.0370477,0.87407714,-0.018187005,
1_1_1_1_2_159_0,7071,7017,7435,7561,7529,7366,7132,1,1.0424845,0.8746994,-0.02080044,
1_1_1_1_2_160_0,6925,6889,7302,7433,7359,7178,6997,1,1.0435901,0.8748129,-0.021330163,
1_1_1_1_2_161_0,7390,7358,7817,7965,7921,7742,7541,1,1.0365999,0.8616066,-0.01797109,
1_1_1_1_2_162_0,7005,6972,7397,7610,7499,7296,7100,1,1.041831,0.8746975,-0.020486997,
1_1_1_1_2_163_0,7188,7133,7517,7694,7636,7487,7243,1,1.0378296,0.87365377,-0.018563686,
1_1_1_1_2_164_0,6782,6801,7214,7314,7242,7176,6958,1,1.0367922,0.8771736,-0.018063787,
1_1_1_1_2_165_0,6605,6538,6956,7128,7064,6898,6701,1,1.038054,0.8704048,-0.018671744,
1_1_1_1_2_166_0,6679,6612,7043,7107,7180,6961,6780,1,1.0387906,0.84075725,-0.01902626,
1_1_1_1_2_167_0,6718,6746,7144,7350,7281,7072,6872,1,1.039581,0.86714643,-0.019406393,
1_1_1_1_2_168_0,6408,6362,6809,7108,7009,6843,6598,1,1.0319794,0.81979406,-0.015738048,
1_1_1_1_2_169_0,5855,5794,6172,6314,6353,6218,6045,1,1.0210091,0.7971464,-0.010395351,
1_1_1_1_2_170_0,6544,6549,6949,7123,7085,6875,6687,1,1.0391805,0.87167764,-0.019213846,
1_1_1_1_2_171_0,6609,6595,7000,7165,7074,6896,6718,1,1.0419768,0.87811476,-0.020556932,
1_1_1_1_2_172_0,6774,6721,7123,7293,7236,7018,6889,1,1.0339671,0.87240565,-0.016699972,
1_1_1_1_2_173_0,6376,6435,6847,6967,6934,6848,6688,1,1.0237739,0.7949791,-0.011747322,
1_1_1_1_2_174_0,7873,7732,8155,8232,8242,8033,7866,1,1.0367404,0.84270734,-0.018038824,
1_1_1_1_2_175_0,6898,6885,7308,7391,7417,7211,7047,1,1.037037,0.8721958,-0.018181818,
1_1_1_1_2_176_0,6803,6780,7210,7324,7306,7095,6956,1,1.0365152,0.8623815,-0.017930256,
1_1_1_1_2_177_0,6805,6749,7155,7304,7276,7108,6883,1,1.0395176,0.8708247,-0.01937598,
1_1_1_1_2_178_0,6720,6721,7106,7171,7187,7028,6836,1,1.0394968,0.8638381,-0.019365944,
1_1_1_1_2_179_0,7127,7063,7511,7644,7585,7395,7246,1,1.0365719,0.86481845,-0.01795758,
1_1_1_1_2_180_0,6862,6857,7300,7442,7407,7174,6959,1,1.0490013,0.85952544,-0.02391472,
1_1_1_1_2_181_0,5910,5846,6259,6421,6448,6396,6165,1,1.0152473,0.7916028,-0.0075660013,
1_1_1_1_2_182_0,6582,6592,7064,7275,7195,7019,6828,1,1.0345635,0.8418553,-0.016988195,
1_1_1_1_2_183_0,5889,5894,6310,6440,6446,6300,6110,1,1.0327332,0.8666667,-0.016103059,
1_1_1_1_2_184_0,6234,6288,6703,6826,6780,6653,6448,1,1.0395472,0.8803828,-0.01939016,
1_1_1_1_2_185_0,5841,5860,6280,6444,6430,6309,6110,1,1.0278232,0.8606128,-0.013720742,
1_1_1_1_2_186_0,5766,5731,6132,6297,6324,6233,6030,1,1.0169154,0.8737943,-0.008386779,
1_1_1_1_2_187_0,6091,6112,6504,6635,6565,6362,6256,1,1.039642,0.872549,-0.019435737,
1_1_1_1_2_188_0,5695,5707,6103,6253,6221,6111,5959,1,1.0241652,0.85352385,-0.011938319,
1_1_1_1_2_189_0,5695,5707,6103,6253,6221,6111,5959,1,1.0241652,0.85352385,-0.011938319,
1_1_1_1_2_190_0,5437,5516,5937,6047,6061,6005,5880,1,1.0096939,0.7952807,-0.0048235594,
1_1_1_1_2_191_0,5217,5250,5663,5793,5839,5747,5639,1,1.0042561,0.7808684,-0.002123518,
1_1_1_1_2_192_0,5202,5301,5674,5839,5878,5778,5667,1,1.0012352,0.7675892,-6.172295E-4,
1_1_1_1_2_193_0,5481,5510,5935,6089,6080,5935,5850,1,1.01453,0.84219325,-0.0072125583,
1_1_1_1_2_194_0,5465,5478,5856,6005,6036,5935,5786,1,1.0120982,0.8522401,-0.0060127126,
1_1_1_1_2_195_0,5757,5781,6165,6225,6267,6114,5990,1,1.0292153,0.85824496,-0.014397367,
1_1_1_1_2_196_0,5695,5746,6052,6142,6181,6072,5959,1,1.0156066,0.851458,-0.0077429023,
1_1_1_1_2_197_0,5726,5739,6137,6244,6303,6153,6000,1,1.0228333,0.8542811,-0.011287797,
1_1_1_1_2_198_0,6532,6541,7001,7139,7137,6965,6742,1,1.0384159,0.8787879,-0.018845959,
1_1_1_1_2_199_0,6531,6592,6987,7127,7084,6902,6683,1,1.0454886,0.8999856,-0.022238478,
1_1_1_2_0_0,3190,3058,2462,2404,1962,1759,1376,3,1.7892442,0.9160401,-0.28295988,
1_1_1_2_1_0,2934,2836,2247,1984,1687,1486,1409,3,1.594748,0.89003664,-0.22921225,
1_1_1_2_2_0,2891,2846,2260,2045,1834,1541,1380,3,1.6376811,0.87978864,-0.24175824,
1_1_1_2_3_0,3119,3022,2531,2347,2171,1926,1767,3,1.4323713,0.88757026,-0.1777571,
1_1_1_2_4_0,3050,2929,2376,2327,1948,1819,1734,3,1.3702422,0.8656051,-0.15620437,
1_1_1_2_5_0,3182,3087,2533,2440,2149,2028,1841,3,1.3758826,0.8834655,-0.1582076,
1_1_1_2_6_0,2995,2919,2434,2186,1801,1758,1677,3,1.4514014,0.86577183,-0.18414012,
1_1_1_2_7_0,3104,3009,2477,2555,2071,2018,1647,3,1.5039465,0.880625,-0.20126091,
1_1_1_2_8_0,3021,2878,2287,2115,1928,1631,1578,3,1.4493029,0.8847413,-0.18344113,
1_1_1_2_9_0,2866,2732,2196,1889,1668,1577,1417,3,1.549753,0.8867403,-0.2156103,
1_1_1_2_10_0,2841,2744,2230,1988,1800,1551,1393,3,1.6008614,0.876881,-0.23102401,
1_1_1_2_11_0,2866,2716,2114,1983,1633,1591,1369,3,1.5441928,0.88545644,-0.21389607,
1_1_1_2_12_0,2890,2757,2199,1920,1819,1546,1360,3,1.6169118,0.8710553,-0.23574038,
1_1_1_2_13_0,2801,2668,2027,1745,1465,1432,1242,3,1.632045,0.8808601,-0.2401346,
1_1_1_2_14_0,2865,2738,2146,1845,1704,1501,1352,3,1.5872781,0.8850258,-0.22698686,
1_1_1_2_15_0,3071,2947,2412,2219,1890,1786,1598,3,1.5093868,0.88789237,-0.20299251,
1_1_1_2_16_0,3199,3012,2483,2235,2024,1853,1672,3,1.4850478,0.8955318,-0.19518653,
1_1_1_2_17_0,2696,2588,2062,1547,1589,1230,1447,3,1.4250172,0.8746831,-0.17526361,
1_1_1_2_18_0,2631,2488,1944,1769,1563,1391,1202,3,1.6173044,0.8784447,-0.23585506,
1_1_1_2_19_0,2537,2429,1787,1630,1263,1269,1251,3,1.4284573,0.8742284,-0.17643186,
1_1_1_2_20_0,2696,2588,2062,1547,1589,1230,1447,3,1.4250172,0.8746831,-0.17526361,
1_1_1_2_21_0,2380,2311,1775,1626,1553,1275,1129,3,1.5721878,0.83923596,-0.22245179,
1_1_1_2_22_0,2562,2541,1945,1869,1588,1531,1339,3,1.4525765,0.8725129,-0.18453106,
1_1_1_2_23_0,2823,2686,2159,2006,1789,1520,1501,3,1.4383744,0.89021814,-0.17978142,
1_1_1_2_24_0,2801,2642,2021,1879,1558,1449,1178,3,1.7156197,0.8898426,-0.26351985,
1_1_1_2_25_0,2594,2506,1966,1717,1522,1347,1360,3,1.4455882,0.87084734,-0.18220085,
1_1_1_2_26_0,2219,2034,1377,1172,923,895,730,3,1.8863014,0.8763838,-0.30707166,
1_1_1_2_27_0,2149,2063,1357,1144,959,843,768,3,1.7669271,0.87375116,-0.27717647,
1_1_1_2_28_0,2103,1962,1331,1237,924,915,690,3,1.9289855,0.81247115,-0.31716973,
1_1_1_2_29_0,2647,2509,1990,1851,1750,1585,1529,3,1.3015043,0.8414679,-0.13100313,
1_1_1_2_30_0,2150,2036,1409,1166,982,792,846,3,1.6654847,0.8284688,-0.2496674,
1_1_1_2_31_0,2277,2289,1661,1323,1684,1332,1244,3,1.335209,0.8392929,-0.14354561,
1_1_1_2_32_0,2338,2190,1547,1696,1289,1343,1115,3,1.3874439,0.81216383,-0.162284,
1_1_1_2_33_0,6179,5857,5284,5013,4640,3855,3472,3,1.5218894,0.91749877,-0.20694381,
1_1_1_2_34_0,5351,5118,4636,4551,4146,3456,3049,3,1.5204985,0.9136287,-0.20650618,
1_1_1_2_35_0,5726,5515,5493,5708,5271,4916,4360,3,1.2598624,0.89323723,-0.11499036,
1_1_1_2_36_0,5852,5646,5708,5775,5740,5230,4760,3,1.1991596,0.90678823,-0.09056171,
1_1_1_2_37_0,5993,5883,5923,5914,5661,5270,4948,3,1.1970493,0.89590716,-0.08968816,
1_1_1_2_38_0,5500,5265,5253,5357,5128,4785,4358,3,1.2053695,0.9169853,-0.09312247,
1_1_1_2_39_0,5874,5692,5735,5829,5778,5177,4838,3,1.1854072,0.90081817,-0.08483874,
1_1_2_0_0,5296,5346,5613,5744,5586,5399,5235,2,1.0722063,0.7605796,-0.034845132,
1_1_2_1_0,5921,5931,6287,6418,6348,6209,6136,2,1.0246089,0.80493003,-0.012154874,
1_1_2_2_0,5768,5801,6137,6332,6311,6089,5977,2,1.0267693,0.7808135,-0.013207858,
1_1_2_3_0,5726,5717,5986,6128,6032,5840,5739,2,1.0430388,0.81780607,-0.021066098,
1_1_2_4_0,5777,5754,6033,6157,6080,5968,5790,2,1.041969,0.8077285,-0.020553159,
1_1_2_5_0,5926,5967,6310,6408,6371,6289,6148,2,1.02635,0.8219847,-0.013003692,
1_1_2_6_0,5781,5730,6019,6101,5999,5906,5755,2,1.0458732,0.8356559,-0.022422286,
1_1_2_7_0,5729,5741,6042,6150,6100,5951,5831,2,1.0361859,0.82514703,-0.017771414,
1_1_2_8_0,5942,5895,6223,6355,6324,6192,6029,2,1.0321778,0.8321678,-0.015834149,
1_1_2_9_0,5867,5860,6189,6308,6219,6142,5961,2,1.0382487,0.80920035,-0.018765433,
1_1_2_10_0,6307,6351,6773,6958,6863,6848,6736,2,1.0054929,0.7762551,-0.0027389147,
1_1_2_11_0,5852,5832,6165,6344,6257,6162,6039,2,1.0208644,0.82764024,-0.010324484,
1_1_2_12_0,5735,5712,5974,6055,5927,5766,5554,2,1.0756211,0.8281325,-0.036433034,
1_1_2_13_0,5879,5850,6228,6351,6293,6216,6100,2,1.0209836,0.8568481,-0.010382868,
1_1_2_14_0,5965,5985,6342,6515,6464,6383,6206,2,1.0219142,0.81749165,-0.010838381,
1_1_2_15_0,5938,5958,6299,6416,6369,6284,6156,2,1.0232294,0.8259271,-0.011481333,
1_1_2_16_0,6056,6095,6460,6595,6561,6516,6388,2,1.0112711,0.7866041,-0.005603985,
1_1_2_17_0,5967,5957,6336,6464,6476,6351,6220,2,1.0186495,0.7902329,-0.009238611,
1_1_2_18_0,6142,6169,6567,6715,6691,6661,6524,2,1.0065911,0.7749964,-0.0032846995,
1_1_2_19_0,5956,5949,6309,6452,6385,6330,6159,2,1.0243546,0.7707992,-0.012030799,
1_1_2_20_0,6274,6266,6673,6902,6794,6750,6629,2,1.0066375,0.77733654,-0.0033077733,
1_1_2_21_0,6367,6373,6824,7009,7028,6910,6777,2,1.0069352,0.7771891,-0.0034556282,
1_1_2_22_0,6256,6293,6662,6828,6782,6726,6569,2,1.0141574,0.79466707,-0.007028947,
1_1_2_23_0,6182,6177,6595,6697,6688,6658,6500,2,1.0146154,0.7878437,-0.0072546774,
1_1_2_24_0,6396,6361,6752,6944,6914,6834,6697,2,1.0082127,0.786296,-0.0040895236,
1_1_2_25_0,6253,6254,6648,6863,6812,6718,6637,2,1.0016574,0.7845627,-8.2800153E-4,
1_1_2_26_0,5864,5884,6192,6312,6283,6118,5948,2,1.0410222,0.7822202,-0.020098846,
1_1_2_27_0,6614,6596,7037,7238,7214,7179,7086,2,0.99308497,0.77454937,0.003469518,
1_1_2_28_0,6500,6493,6897,7028,7027,6975,6853,2,1.0064205,0.7998614,-0.0032,
1_1_2_29_0,6224,6208,6605,6762,6718,6584,6520,2,1.0130368,0.81202567,-0.0064761904,
1_1_2_30_0,6046,5985,6313,6448,6419,6274,6127,2,1.0303575,0.89219093,-0.014951768,
1_1_2_31_0,6077,6025,6355,6451,6431,6363,6225,2,1.0208836,0.89435625,-0.010333863,
1_1_2_32_0,6093,6088,6429,6576,6511,6450,6339,2,1.0141978,0.8102884,-0.0070488723,
1_1_2_33_0,5885,5882,6207,6346,6259,6256,5986,2,1.0369195,0.7719536,-0.018125154,
1_1_2_34_0,6416,6369,6729,6863,6829,6775,6629,2,1.0150852,0.8042493,-0.0074861506,
1_1_2_35_0,6196,6167,6474,6678,6615,6500,6383,2,1.0142566,0.8053279,-0.0070778565,
1_1_2_36_0,6210,6134,6330,6449,6483,6103,5739,2,1.1029797,0.8209886,-0.04896843,
1_1_2_37_0,5821,5828,6102,6222,6274,6126,5814,2,1.0495356,0.7806294,-0.024169184,
1_1_2_38_0,5874,5919,6203,6296,6210,5971,5884,2,1.0542148,0.7774775,-0.02639199,
1_1_2_39_0,6343,6353,6697,6920,6919,6723,6600,2,1.014697,0.75424546,-0.0072948784,
1_1_2_40_0,6523,6516,6949,7135,7138,7017,6984,2,0.99498856,0.77911264,0.002512022,
1_1_2_41_0,6485,6448,6878,7073,7063,6992,6947,2,0.99006766,0.76705945,0.0049909586,
1_1_2_42_0,6323,6321,6749,6905,6843,6808,6698,2,1.0076143,0.7590093,-0.0037926675,
1_1_2_43_0,6521,6547,6943,7078,7097,7040,7002,2,0.9915738,0.77281344,0.004230907,
1_1_2_44_0,6596,6577,6983,7173,7133,7061,6975,2,1.0011469,0.7691997,-5.73148E-4,
1_1_2_45_0,6517,6542,6966,7130,7107,7033,6915,2,1.0073752,0.77723444,-0.0036740869,
1_1_2_46_0,6408,6396,6779,6881,6902,6857,6736,2,1.0063837,0.7863427,-0.00318165,
1_1_2_47_0,6497,6517,6909,7072,7001,6889,6872,2,1.0053842,0.7906306,-0.002684856,
1_1_2_48_0,6150,6181,6480,6658,6490,6432,6307,2,1.0274298,0.7970635,-0.013529366,
