system:index,B2,B3,B4,B5,B6,B7,B8,landcover,ndd,ndsi,ndvi,.geo
1_1_1_1_2_66_0,4739,4741,5078,5145,5105,5184,4820,1,1.053527,0.8494246,-0.026065871,
1_1_1_1_2_67_0,4058,4113,4395,4549,4548,4407,4223,1,1.0407293,0.7972471,-0.019958228,
1_1_1_1_2_68_0,5522,5617,6071,6152,6078,6002,5709,1,1.0634086,0.89443505,-0.03073005,
1_1_1_1_2_69_0,4341,4272,4570,4740,4700,4496,4290,1,1.065268,0.7372916,-0.03160271,
1_1_1_1_2_70_0,6014,6133,6474,6571,6437,6272,6006,1,1.0779221,0.8348541,-0.0375,
1_1_1_1_2_71_0,5147,5133,5372,5311,5258,5191,4969,1,1.0811028,0.73032194,-0.038971085,
1_1_1_1_2_72_0,7916,8229,8899,8934,8913,8555,8041,1,1.1067032,0.8764109,-0.050649352,
1_1_1_1_2_73_0,6780,6933,7391,7251,7143,6934,7080,1,1.0439266,0.8433927,-0.021491257,
1_1_1_1_2_74_0,6525,6725,7326,7428,7487,7495,7006,1,1.0456752,0.90509915,-0.022327658,
1_1_1_1_2_75_0,5900,6000,6350,6434,6320,6333,6117,1,1.0380906,0.8915511,-0.01868934,
1_1_1_1_2_76_0,7493,7787,8383,8433,8365,8220,8024,1,1.0447408,0.7952738,-0.021880904,
1_1_1_1_2_77_0,6871,7102,7688,7841,7806,7663,7388,1,1.0406064,0.89235276,-0.019899178,
1_1_1_1_2_78_0,6728,6880,7456,7670,7646,7454,7219,1,1.03283,0.89349115,-0.016149914,
1_1_1_1_2_79_0,5900,6065,6495,6645,6592,6497,6162,1,1.0540409,0.90543514,-0.026309552,
1_1_1_1_2_80_0,5684,5838,6303,6408,6390,6224,6010,1,1.0487521,0.8997722,-0.023795988,
1_1_1_1_2_81_0,6107,6311,6875,6948,6889,6803,6481,1,1.060793,0.90837616,-0.029499851,
1_1_1_1_2_82_0,5685,5765,6193,6258,6278,6066,5760,1,1.0751736,0.9089404,-0.036225215,
1_1_1_1_2_83_0,5167,5312,5786,5935,5801,5832,5500,1,1.052,0.7370831,-0.02534113,
1_1_1_1_2_84_0,4512,4707,5077,5156,5048,5073,4871,1,1.0422912,0.52478135,-0.02070768,
1_1_1_1_2_85_0,4961,4877,5036,5016,4959,4703,4448,1,1.1321943,0.8797456,-0.061999157,
1_1_1_1_2_86_0,4907,4966,5231,5224,5160,4971,4744,1,1.102656,0.91147035,-0.048822057,
1_1_1_1_2_87_0,6272,6433,6839,6693,6472,6358,6178,1,1.1069926,0.8733256,-0.05077975,
1_1_1_1_2_88_0,5997,6056,6378,6392,6246,5992,5738,1,1.1115371,0.92835534,-0.052822713,
1_1_1_1_2_89_0,4403,4385,4645,4687,4571,4560,4439,1,1.0464069,0.46337393,-0.022677235,
1_1_1_1_2_90_0,4601,4597,4892,5029,4964,4822,4678,1,1.0457461,0.47316134,-0.022361547,
1_1_1_1_2_91_0,4524,4635,5038,5105,4891,5024,4839,1,1.0411242,0.43320966,-0.02014782,
1_1_1_1_2_92_0,5349,5378,5681,5702,5601,5429,5154,1,1.1022507,0.9196859,-0.04863867,
1_1_1_1_2_93_0,4778,4899,5230,5378,5305,5172,4890,1,1.0695297,0.88786125,-0.03359684,
1_1_1_1_2_94_0,5729,5926,6389,6485,6423,6249,6056,1,1.0549868,0.57543534,-0.026757734,
1_1_1_1_2_95_0,5309,5524,5953,6096,5930,5948,5609,1,1.06133,0.6734323,-0.029752638,
1_1_1_1_2_96_0,5984,6250,6771,6835,6806,6613,6432,1,1.0527052,0.59499806,-0.025675982,
1_1_1_1_2_97_0,5801,5725,5987,5998,5895,5615,5228,1,1.1451797,0.73748106,-0.067677215,
1_1_1_1_2_98_0,4157,4166,4355,4389,4315,4349,3974,1,1.0958731,0.8656516,-0.045743786,
1_1_1_1_2_99_0,6734,6825,7216,7278,7098,6848,6406,1,1.126444,0.88640136,-0.059462633,
1_1_1_1_2_100_0,6165,6376,6804,7024,6920,6731,6288,1,1.082061,0.8925497,-0.03941338,
1_1_1_1_2_101_0,5318,5427,5812,6112,5998,5728,5414,1,1.0735132,0.7483892,-0.035453413,
1_1_1_1_2_102_0,5964,6107,6533,6728,6535,6479,6094,1,1.072038,0.7488545,-0.03476677,
1_1_1_1_2_103_0,5192,5227,5596,5586,5584,5520,5281,1,1.0596478,0.6232919,-0.02896019,
1_1_1_1_2_104_0,5132,5189,5600,5728,5698,5680,5438,1,1.0297904,0.5941628,-0.014676572,
1_1_1_1_2_105_0,6762,6965,7561,7707,7702,7506,7220,1,1.0472299,0.90015006,-0.023070158,
1_1_1_1_2_106_0,5642,5809,6279,6637,6368,6198,5979,1,1.0501757,0.8753834,-0.024473812,
1_1_1_1_2_107_0,5307,5431,5837,5913,5953,5887,5576,1,1.0468078,0.55951184,-0.02286866,
1_1_1_1_2_108_0,5771,5922,6406,6531,6495,6325,6071,1,1.0551803,0.82047343,-0.026849402,
1_1_1_1_2_109_0,8872,8893,9417,9123,8627,8061,7807,1,1.2062252,0.91144544,-0.093474224,
1_1_1_1_2_110_0,6361,6446,6781,6845,6517,6276,6040,1,1.1226821,0.9082297,-0.057795804,
1_1_1_1_2_111_0,6445,6603,7127,7200,7038,6907,6490,1,1.098151,0.9386377,-0.04677976,
1_1_1_1_2_112_0,5017,5128,5588,5663,5634,5607,5114,1,1.0926868,0.8030942,-0.04429079,
1_1_1_1_2_113_0,5999,6136,6699,6865,6923,6855,6526,1,1.0265094,0.89207524,-0.013081285,
1_1_1_1_2_114_0,4781,4826,5194,5419,5481,5608,5147,1,1.0091316,0.833935,-0.004545015,
1_1_1_1_2_115_0,5496,5592,6036,6176,6144,6195,5898,1,1.0233978,0.895272,-0.0115636,
1_1_1_1_2_116_0,5074,5137,5565,5859,5789,5805,5360,1,1.0382463,0.88721526,-0.018764302,
1_1_1_1_2_117_0,5178,5196,5600,5729,5769,5587,5372,1,1.0424423,0.917697,-0.020780168,
1_1_1_1_2_118_0,3986,3909,4125,4207,4277,4323,4231,1,0.9749468,0.3148335,0.012685495,
1_1_1_1_2_119_0,4195,4168,4427,4549,4587,4650,4457,1,0.993269,0.37421694,0.0033768574,
1_1_1_1_2_120_0,5465,5625,6097,6257,6236,6231,5896,1,1.0340909,0.9152196,-0.016759777,
1_1_1_1_2_121_0,6716,6835,7327,7365,7280,7016,6674,1,1.0978423,0.8117959,-0.046639524,
1_1_1_1_2_122_0,4688,4737,5163,5284,5406,5343,5189,1,0.9949894,0.5792632,0.0025115919,
1_1_1_1_2_123_0,4978,4990,5349,5408,5386,5465,5181,1,1.0324261,0.89050955,-0.015954416,
1_1_1_1_2_124_0,4627,4598,4968,5036,4993,4997,4838,1,1.0268706,0.8238794,-0.01325719,
1_1_1_1_2_125_0,5043,5115,5507,5421,5715,5566,5389,1,1.0218965,0.7859637,-0.010829662,
1_1_1_1_2_126_0,4551,4567,4901,5014,5006,5021,4749,1,1.0320067,0.9096801,-0.015751295,
1_1_1_1_2_127_0,5086,5176,5610,5817,5771,5733,5568,1,1.0075431,0.8952764,-0.0037573806,
1_1_1_1_2_128_0,4274,4271,4561,4567,4693,4628,4392,1,1.0384791,0.91267353,-0.018876355,
1_1_1_1_2_129_0,4610,4641,4998,5133,5089,5057,4835,1,1.0337125,0.90909094,-0.016576834,
1_1_1_1_2_130_0,4249,4267,4571,4679,4747,4904,4570,1,1.0002189,0.5263817,-1.09397224E-4,
1_1_1_1_2_131_0,4752,4788,5274,5358,5458,5466,5283,1,0.99829644,0.586744,8.5251493E-4,
1_1_1_1_2_132_0,4529,4566,4863,4996,4960,4964,4750,1,1.0237895,0.91166,-0.011754915,
1_1_1_1_2_133_0,4328,4313,4588,4625,4657,4586,4382,1,1.0470105,0.9100974,-0.02296544,
1_1_1_1_2_134_0,4542,4519,4821,4793,4745,4738,4566,1,1.0558475,0.9079586,-0.027165229,
1_1_1_1_2_135_0,6667,6858,7464,7504,7448,7484,7253,1,1.0290914,0.92127746,-0.014337162,
1_1_1_1_2_136_0,6457,6526,7036,7123,7067,7003,6693,1,1.0512476,0.9199765,-0.024983611,
1_1_1_1_2_137_0,7014,7161,7781,7980,7972,7810,7580,1,1.0265172,0.6108424,-0.013085086,
1_1_1_1_2_138_0,6630,6689,7255,7367,7340,7398,7211,1,1.0061018,0.36287692,-0.0030416148,
1_1_1_1_2_139_0,5416,5422,5774,5861,5799,5660,5431,1,1.063156,0.92201346,-0.030611334,
1_1_1_1_2_140_0,5768,5851,6249,6326,6228,6092,5971,1,1.0465584,0.9221419,-0.022749592,
1_1_1_1_2_141_0,5803,5915,6366,6485,6363,6321,6106,1,1.0425811,0.9198312,-0.020846697,
1_1_1_1_2_142_0,6058,6174,6629,6781,6698,6619,6316,1,1.0495567,0.9218677,-0.02417922,
1_1_1_1_2_143_0,5722,5828,6310,6476,6531,6344,6091,1,1.0359547,0.9183673,-0.017659865,
1_1_1_1_2_144_0,5657,5747,6220,6224,6449,6400,6066,1,1.0253874,0.72582585,-0.012534592,
1_1_1_1_2_145_0,5027,5099,5503,5623,5632,5586,5417,1,1.0158759,0.7056364,-0.007875458,
1_1_1_1_2_146_0,5286,5397,5753,5924,5961,5940,5613,1,1.024942,0.7426542,-0.012317438,
1_1_1_1_2_147_0,4522,4479,4776,4863,5033,5044,4846,1,0.9855551,0.35603997,0.0072749946,
1_1_1_1_2_148_0,5140,5172,5557,5596,5604,5308,5317,1,1.0451382,0.89658964,-0.022070995,
1_1_1_1_2_149_0,5358,5431,5836,5964,5876,5762,5526,1,1.0560985,0.917726,-0.02728393,
1_1_1_1_2_150_0,4937,5003,5335,5453,5381,5315,5105,1,1.0450538,0.8854343,-0.022030652,
1_1_1_1_2_151_0,5175,5203,5533,5597,5555,5449,5261,1,1.0517012,0.9097082,-0.025199184,
1_1_1_1_2_152_0,5327,5435,5878,6146,6127,6003,5813,1,1.0111818,0.8555821,-0.0055598323,
1_1_1_1_2_153_0,4802,4790,5079,5131,5178,5243,5084,1,0.9990165,0.41423088,4.919807E-4,
1_1_1_1_2_154_0,6049,6234,6776,6937,7031,7019,6718,1,1.0086335,0.80721843,-0.0042982064,
1_1_1_1_2_155_0,4878,4997,5479,5581,5660,5647,5521,1,0.99239266,0.65272033,0.0038181818,
1_1_1_1_2_156_0,5767,5866,6374,6442,6343,6402,6148,1,1.03676,0.9213888,-0.018048234,
1_1_1_1_2_157_0,4106,4086,4407,4514,4564,4578,4435,1,0.99368656,0.33420408,0.0031667044,
1_1_1_1_2_158_0,4301,4384,4752,4708,4850,4860,4782,1,0.9937265,0.903604,0.003146633,
1_1_1_1_2_159_0,5272,5369,5909,6055,6079,6059,5701,1,1.0364848,0.794152,-0.01791559,
1_1_1_1_2_160_0,4640,4714,5048,5228,5221,5191,4938,1,1.0222763,0.8321026,-0.011015422,
1_1_1_1_2_161_0,5501,5635,6254,6450,6481,6509,6254,1,1.0,0.88146913,0.0,
1_1_1_1_2_162_0,5450,5621,6179,6295,6354,6399,6358,1,0.9718465,0.7303371,0.014277738,
1_1_1_1_2_163_0,4408,4505,4916,5013,5050,5089,4818,1,1.0203404,0.91539115,-0.010067804,
1_1_1_1_2_164_0,4313,4386,4783,4844,4948,4928,4723,1,1.0127038,0.9131952,-0.006311803,
1_1_1_1_2_165_0,4061,4033,4351,4478,4488,4546,4296,1,1.0128026,0.62949497,-0.0063605877,
1_1_1_1_2_166_0,4856,4891,5305,5465,5548,5532,5325,1,0.99624413,0.68655175,0.0018814675,
1_1_1_1_2_167_0,3806,3749,4053,4291,4403,4462,4217,1,0.9611098,0.45479238,0.019830713,
1_1_1_1_2_168_0,7198,7332,8011,8098,8068,8057,7733,1,1.0359498,0.79441994,-0.01765752,
1_1_1_1_2_169_0,7637,7848,8554,8678,8549,8454,8259,1,1.0357186,0.82172704,-0.017545946,
1_1_1_1_2_170_0,4587,4626,4979,4786,4948,4840,4810,1,1.0351351,0.7146034,-0.017264277,
1_1_1_1_2_171_0,4271,4273,4587,4752,4855,4858,4706,1,0.97471315,0.4172471,0.012805337,
1_1_1_1_2_172_0,4153,4116,4374,4484,4555,4600,4480,1,0.9763393,0.38609195,0.01197199,
1_1_1_1_2_173_0,4205,4231,4574,4423,4503,4760,4712,1,0.9707131,0.47472987,0.014861081,
1_1_1_1_2_174_0,4695,4733,5146,5262,5345,5409,5146,1,1.0,0.43903923,0.0,
1_1_1_1_2_175_0,4945,4983,5347,5346,5437,5411,5384,1,0.99312776,0.68089056,0.0034479545,
1_1_1_1_2_176_0,4960,5066,5454,5753,5698,5829,5529,1,0.9864352,0.77754384,0.006828735,
1_1_1_1_2_177_0,4153,4150,4399,4435,4471,4423,4116,1,1.0687561,0.67575204,-0.033235468,
1_1_1_1_2_178_0,5048,5079,5448,5441,5438,5414,5305,1,1.0269557,0.81198716,-0.013298614,
1_1_1_1_2_179_0,3774,3745,4026,4045,4193,4266,4138,1,0.97293377,0.53893566,0.013718765,
1_1_1_1_2_180_0,4179,4184,4458,4494,4696,4770,4766,1,0.9353756,0.48447755,0.033391155,
1_1_1_1_2_181_0,4896,5032,5540,5696,5788,5827,5577,1,0.9933656,0.85682654,0.003328236,
1_1_1_1_2_182_0,4400,4345,4566,4609,4598,4558,4252,1,1.0738477,0.6890185,-0.03560898,
1_1_1_1_2_183_0,4228,4260,4571,4632,4728,4777,4687,1,0.9752507,0.44627398,0.012529704,
1_1_1_1_2_184_0,3829,3773,3976,4046,4158,4189,4005,1,0.99275905,0.4321503,0.0036336298,
1_1_1_1_2_185_0,4503,4403,4608,4656,4737,4731,4556,1,1.0114136,0.41666666,-0.005674378,
1_1_1_1_2_186_0,6657,6648,6958,6915,6785,6575,6390,1,1.0888889,0.8166416,-0.04255319,
1_1_1_1_2_187_0,4575,4613,4974,5006,5033,5003,4875,1,1.0203077,0.719344,-0.010051782,
1_1_1_1_2_188_0,7402,7403,7894,7954,7882,7598,6958,1,1.1345214,0.89214057,-0.06302182,
1_1_1_1_2_189_0,4917,5019,5512,5489,5506,5233,5315,1,1.0370649,0.83476514,-0.018195253,
1_1_1_1_2_190_0,5132,5303,5812,5984,6020,5900,5652,1,1.0283085,0.89359045,-0.013956734,
1_1_1_1_2_191_0,4268,4302,4623,4759,4807,4630,4543,1,1.0176095,0.8539108,-0.008727907,
1_1_1_1_2_192_0,4396,4511,4898,5045,5139,5141,4926,1,0.99431586,0.7443929,0.0028501628,
1_1_1_1_2_193_0,4357,4442,4780,4885,4942,4971,4747,1,1.0069518,0.89586,-0.0034638396,
1_1_1_1_2_194_0,4353,4414,4779,4882,4927,4947,4649,1,1.027963,0.90012914,-0.013788714,
1_1_1_1_2_195_0,4323,4385,4700,4831,4891,4835,4611,1,1.0193017,0.8819742,-0.009558586,
1_1_1_1_2_196_0,4866,4867,5179,5215,5251,5199,5227,1,0.9908169,0.6832094,0.0046127234,
1_1_1_1_2_197_0,3419,3331,3530,3605,3756,3792,3593,1,0.9824659,0.30015612,0.008844588,
1_1_1_1_2_198_0,4039,4110,4412,4356,4398,4454,4469,1,0.98724544,0.80699056,0.006418196,
1_1_1_1_2_199_0,8118,7997,8379,8296,8103,7687,7381,1,1.1352121,0.8199818,-0.063324876,
1_1_1_2_0_0,693,650,406,339,206,207,167,3,2.4311378,0.7567568,-0.41710296,
1_1_1_2_1_0,708,687,401,316,191,186,150,3,2.6733334,0.80551904,-0.45553538,
1_1_1_2_2_0,708,735,500,459,217,217,179,3,2.793296,0.8058968,-0.47275406,
1_1_1_2_3_0,670,609,332,259,152,141,114,3,2.9122808,0.86809814,-0.48878923,
1_1_1_2_4_0,646,595,339,276,174,172,136,3,2.4926472,0.7948718,-0.42736843,
1_1_1_2_5_0,682,711,431,367,180,176,143,3,3.013986,0.8254172,-0.5017422,
1_1_1_2_6_0,692,646,403,316,222,223,192,3,2.0989583,0.6977661,-0.35462186,
1_1_1_2_7_0,582,527,326,502,433,463,391,3,0.8337596,0.599393,0.090655506,
1_1_1_2_8_0,669,601,354,306,225,217,184,3,1.923913,0.6953456,-0.31598514,
1_1_1_2_9_0,595,487,270,220,165,163,131,3,2.0610688,0.7741348,-0.3466334,
1_1_1_2_10_0,686,574,377,334,279,286,249,3,1.5140562,0.5368139,-0.20447284,
1_1_1_2_11_0,586,485,262,229,169,162,133,3,1.9699248,0.770073,-0.32658228,
1_1_1_2_12_0,597,495,267,215,156,150,119,3,2.2436974,0.8131868,-0.3834197,
1_1_1_2_13_0,604,489,267,211,154,146,119,3,2.2436974,0.8077634,-0.3834197,
1_1_1_2_14_0,640,563,308,247,162,151,124,3,2.483871,0.8308943,-0.42592594,
1_1_1_2_15_0,687,618,381,300,178,162,132,3,2.8863637,0.83655274,-0.4853801,
1_1_1_2_16_0,713,696,522,451,203,191,159,3,3.2830188,0.84615386,-0.5330396,
1_1_1_2_17_0,714,714,474,380,176,169,141,3,3.3617022,0.8545455,-0.54146343,
1_1_1_2_18_0,588,498,262,228,168,163,134,3,1.9552239,0.7978339,-0.32323232,
1_1_1_2_19_0,610,520,287,236,169,150,128,3,2.2421875,0.7869416,-0.38313252,
1_1_1_2_20_0,610,513,277,223,162,163,133,3,2.0827067,0.8,-0.3512195,
