system:index,B2,B3,B4,B5,B6,B7,B8,landcover,ndd,ndsi,ndvi,.geo
1_1_1_1_1_21_0,5550,5362,5378,5388,5321,5071,4816,0,1.1166943,0.89035785,-0.05513047,
1_1_1_1_1_22_0,3954,3882,3969,3957,3899,3834,3709,0,1.0700997,0.5640612,-0.033862986,
1_1_1_1_1_23_0,8247,7974,8043,7964,7766,7403,7239,0,1.111065,0.86526316,-0.052610915,
1_1_1_1_1_24_0,9843,9666,9865,9778,9245,8819,8350,0,1.1814371,0.9519386,-0.08317321,
1_1_1_1_1_25_0,8369,8233,8427,8528,8198,7799,7246,0,1.1629865,0.9465658,-0.07535252,
1_1_1_1_1_26_0,6571,7077,7869,8029,7956,7746,7466,0,1.0539781,0.91970706,-0.026279753,
1_1_1_1_1_27_0,10054,9958,10296,10310,9918,9598,9149,0,1.1253688,0.89857006,-0.058986887,
1_1_1_1_1_28_0,9701,9618,9859,9829,9361,8925,8431,0,1.169375,0.89704144,-0.07807545,
1_1_1_1_1_29_0,10775,10675,10894,10813,10371,9815,9396,0,1.1594296,0.91085654,-0.07382947,
1_1_1_1_1_30_0,8402,8386,8673,8703,8395,8020,7631,0,1.1365483,0.9013717,-0.0639107,
1_1_1_1_1_31_0,6403,6591,7154,7197,7056,6884,6708,0,1.0664878,0.62660414,-0.03217429,
1_1_1_1_1_32_0,5660,5907,6392,6456,6361,6203,5990,0,1.0671118,0.68314576,-0.032466482,
1_1_1_1_1_33_0,4448,4540,4846,4871,4769,4651,4535,0,1.0685778,0.52605045,-0.033152115,
1_1_1_1_1_34_0,3867,3962,4242,4266,4180,4059,3871,0,1.0958408,0.62610304,-0.04572908,
1_1_1_1_1_35_0,6805,7301,8131,8223,8130,7933,7688,0,1.0576223,0.9246079,-0.028004298,
1_1_1_1_1_36_0,5014,5118,5475,5555,5457,5373,5224,0,1.0480474,0.46689597,-0.023460137,
1_1_1_1_1_37_0,11109,10961,11235,11157,10568,9999,9539,0,1.1777964,0.90559804,-0.08164051,
1_1_1_1_1_38_0,9114,9016,9055,9136,8528,8124,7550,0,1.1993377,0.9428941,-0.09063535,
1_1_1_1_1_39_0,9032,8864,9069,8982,8751,8327,8062,0,1.124907,0.89038175,-0.058782324,
1_1_1_1_1_40_0,9654,9483,9710,9628,9312,8842,8490,0,1.1436985,0.8741107,-0.06703297,
1_1_1_1_1_41_0,8827,8662,8878,8816,8552,8063,7817,0,1.1357298,0.90457344,-0.06355196,
1_1_1_1_1_42_0,7772,7693,8055,8126,7882,7595,7313,0,1.1014632,0.91511077,-0.048282146,
1_1_1_1_1_43_0,6854,6765,6989,7064,6902,6508,6200,0,1.1272581,0.9104773,-0.059822578,
1_1_1_1_1_44_0,8561,8497,8832,8785,8537,8142,7835,0,1.1272495,0.8687046,-0.059818804,
1_1_1_1_1_45_0,5530,5558,5777,5790,5582,5256,5025,0,1.1496518,0.91721284,-0.069616735,
1_1_1_1_1_46_0,6271,6257,6368,6315,6006,5633,5286,0,1.2046916,0.90907705,-0.09284366,
1_1_1_1_1_47_0,5588,5598,5658,5533,5294,4900,4604,0,1.2289313,0.8944163,-0.102709025,
1_1_1_1_1_48_0,5725,5671,5736,5576,5309,4960,4631,0,1.2386093,0.87069106,-0.106588215,
1_1_1_1_1_49_0,9211,9072,9309,9291,8823,8560,7981,0,1.1663952,0.9549618,-0.0768074,
1_1_1_1_1_50_0,8810,8630,8849,8814,8642,8214,7883,0,1.1225421,0.90109044,-0.057733685,
1_1_1_1_1_51_0,8624,8657,8960,8952,8726,8294,7905,0,1.1334598,0.84820664,-0.06255559,
1_1_1_1_1_52_0,7507,7331,7378,7153,6965,6455,6257,0,1.1791593,0.9538913,-0.082214884,
1_1_1_1_1_53_0,4763,4888,5148,5051,5010,4717,4509,0,1.1417166,0.9255466,-0.06616962,
1_1_1_1_1_54_0,3657,3814,3894,3885,3555,3420,3106,0,1.2537025,0.89987546,-0.112571426,
1_1_1_1_1_55_0,8127,7935,7809,7634,7404,6821,6362,0,1.2274442,0.94580674,-0.10210995,
1_1_1_1_1_56_0,3463,3485,3643,3726,3621,3354,3003,0,1.2131202,0.89145184,-0.09629852,
1_1_1_1_1_57_0,9197,9129,9438,9347,8980,8453,8019,0,1.1769547,0.9184617,-0.08128545,
1_1_1_1_1_58_0,9236,9055,9190,9135,8639,8120,7668,0,1.1984872,0.9389722,-0.09028354,
1_1_1_1_1_59_0,8242,8243,8295,8381,7812,7300,6714,0,1.2354782,0.94525075,-0.1053368,
1_1_1_1_1_60_0,9760,9546,9863,9892,9572,9221,8818,0,1.1185076,0.9036793,-0.05593919,
1_1_1_1_1_61_0,6617,6697,6994,7044,6887,6526,6197,0,1.1286106,0.61861026,-0.060419984,
1_1_1_1_1_62_0,5664,5618,5876,6002,5898,5880,5462,0,1.0757964,0.67102915,-0.036514375,
1_1_1_1_1_63_0,7199,7108,7422,7482,7312,7197,6879,0,1.0789359,0.87471974,-0.037969373,
1_1_1_1_1_64_0,6461,6259,6327,6080,5844,5468,5115,0,1.2369502,0.91670495,-0.10592554,
1_1_1_1_1_65_0,4651,4639,4656,4529,4306,4064,3801,0,1.2249408,0.89231086,-0.10109968,
1_1_1_1_1_66_0,7056,6908,7033,6941,6764,6512,6222,0,1.1303439,0.8907896,-0.06118446,
1_1_1_1_1_67_0,7204,7032,7199,7143,6962,6704,6417,0,1.1218638,0.9015684,-0.05743243,
1_1_1_1_1_68_0,7492,7335,7530,7527,7350,7118,6826,0,1.1031351,0.8800461,-0.04903873,
1_1_1_1_1_69_0,4478,4396,4543,4681,4498,4502,4260,0,1.0664319,0.8758268,-0.03214813,
1_1_1_1_1_70_0,4813,4724,4917,4928,4883,4722,4565,0,1.0771084,0.8805733,-0.03712297,
1_1_1_1_1_71_0,9106,9019,9316,9309,8927,8435,7996,0,1.1650826,0.9354077,-0.07624769,
1_1_1_1_1_72_0,10314,10279,10562,10472,10003,9317,8697,0,1.2144418,0.92023164,-0.09683784,
1_1_1_1_1_73_0,5961,5867,6049,6042,5978,5785,5612,0,1.0778688,0.8598827,-0.037475344,
1_1_1_1_1_74_0,4725,4866,4888,4762,4451,4036,3654,0,1.337712,0.9138643,-0.14446266,
1_1_1_1_1_75_0,4790,4939,4913,4848,4446,4104,3766,0,1.3045672,0.9102688,-0.13215809,
1_1_1_1_1_76_0,4559,4518,4125,3849,3669,3194,3074,0,1.3418998,0.91481245,-0.1459925,
1_1_1_1_1_77_0,5564,5632,5533,5070,4878,4295,4124,0,1.3416586,0.9300891,-0.14590453,
1_1_1_1_1_78_0,5346,5395,5336,5236,4960,4533,4169,0,1.2799232,0.9212963,-0.122777484,
1_1_1_1_1_79_0,5321,5402,5363,5262,4893,4407,4055,0,1.3225647,0.93273705,-0.138883,
1_1_1_1_1_80_0,5200,5344,5302,4908,4895,4505,4267,0,1.2425592,0.92541885,-0.10816177,
1_1_1_1_1_81_0,5706,5752,5675,5334,5059,4514,4339,0,1.3079051,0.942259,-0.13341323,
1_1_1_1_1_82_0,4817,5054,5005,4655,4548,4003,3812,0,1.3129591,0.93417525,-0.13530679,
1_1_1_1_1_83_0,4852,4898,4835,4554,4206,3766,3645,0,1.3264747,0.93482125,-0.1403302,
1_1_1_1_1_84_0,5065,5090,5016,5014,4762,4215,3883,0,1.2917846,0.9203924,-0.12731768,
1_1_1_1_1_85_0,5563,5648,5531,5298,4902,4518,4203,0,1.3159648,0.932592,-0.13642901,
1_1_1_1_1_86_0,4494,4571,4607,4589,4420,4052,3638,0,1.2663552,0.9262537,-0.11752577,
1_1_1_1_1_87_0,4850,4914,4915,4803,4532,4142,3785,0,1.2985469,0.92970747,-0.12988506,
1_1_1_1_1_88_0,3782,3871,3881,3860,3620,3347,3118,0,1.2447082,0.91491467,-0.10901558,
1_1_1_1_1_89_0,5295,5353,5354,5193,4815,4502,4251,0,1.2594683,0.93843925,-0.11483602,
1_1_1_1_1_90_0,6544,6599,6520,6125,5873,5448,5119,0,1.2736863,0.9457467,-0.12037116,
1_1_1_1_1_91_0,5838,5926,5867,5839,5418,4807,4424,0,1.3261755,0.9477403,-0.14021961,
1_1_1_1_1_92_0,5223,5255,5227,5144,4739,4300,3924,0,1.3320591,0.9409049,-0.1423888,
1_1_1_1_1_93_0,5552,5565,5515,5409,5083,4483,4244,0,1.2994816,0.9444444,-0.13023876,
1_1_1_1_1_94_0,5120,5172,5138,4996,4725,4292,3855,0,1.3328146,0.9378044,-0.14266652,
1_1_1_1_1_95_0,7162,7390,7629,7620,7379,6937,6538,0,1.1668706,0.9467861,-0.07700995,
1_1_1_1_1_96_0,7358,7563,7808,7801,7403,7026,6619,0,1.1796343,0.9560326,-0.08241492,
1_1_1_1_1_97_0,6269,6394,6381,6314,5865,5350,4913,0,1.2987992,0.93992716,-0.12998052,
1_1_1_1_1_98_0,4384,4493,4508,4180,4057,3811,3607,0,1.2497921,0.9119149,-0.11102896,
1_1_1_1_1_99_0,4617,4727,4624,4375,4128,3766,3559,0,1.2992413,0.9029791,-0.13014787,
1_1_1_1_1_100_0,5896,5912,5814,5750,5240,4799,4364,0,1.332264,0.93709046,-0.14246413,
1_1_1_1_1_101_0,5005,4965,4943,4853,4574,4147,3811,0,1.2970349,0.9188406,-0.12931232,
1_1_1_1_1_102_0,4667,4741,4756,4578,4289,4047,3632,0,1.3094714,0.9288039,-0.13400096,
1_1_1_1_1_103_0,6034,6130,6112,5475,5340,4853,4684,0,1.3048676,0.9398734,-0.13227122,
1_1_1_1_1_104_0,3855,4050,4071,3958,3742,3508,3124,0,1.303137,0.8780431,-0.13161919,
1_1_1_1_1_105_0,5301,5272,5273,5015,4813,4250,4000,0,1.31825,0.9360999,-0.13728027,
1_1_1_1_1_106_0,5477,5484,5520,5282,5181,4636,4382,0,1.2596987,0.93405044,-0.11492628,
1_1_1_1_1_107_0,4747,4861,4820,4759,4347,3959,3656,0,1.3183807,0.9316511,-0.13732892,
1_1_1_1_1_108_0,3688,3789,3892,3901,3734,3501,3313,0,1.1747661,0.9040201,-0.08036086,
1_1_1_1_1_109_0,4419,4530,4621,4590,4355,4088,3794,0,1.2179757,0.9194915,-0.09827688,
1_1_1_1_1_110_0,5880,6101,6341,6208,5972,5700,5259,0,1.2057425,0.93590355,-0.09327586,
1_1_1_1_1_111_0,4505,4645,4903,5026,4843,4583,4335,0,1.1310265,0.92658645,-0.06148517,
1_1_1_1_1_112_0,7680,7865,8084,8036,7791,7285,6906,0,1.1705763,0.93719214,-0.07858572,
1_1_1_1_1_113_0,6460,6588,6785,6748,6498,6115,5748,0,1.1804106,0.9294187,-0.08274156,
1_1_1_1_1_114_0,7682,7865,8149,8036,7749,7308,6937,0,1.1747153,0.9343335,-0.08033939,
1_1_1_1_1_115_0,5846,6016,5967,5773,5409,4932,4536,0,1.3154762,0.9378322,-0.13624679,
1_1_1_1_1_116_0,5727,5838,5731,5471,4988,4470,4210,0,1.3612827,0.9505513,-0.15300271,
1_1_1_1_1_117_0,5313,5472,5454,5263,5003,4535,4180,0,1.3047847,0.9452542,-0.13223998,
1_1_1_1_1_118_0,6386,6496,6696,6659,6494,6257,5938,0,1.1276524,0.92474073,-0.059996832,
1_1_1_1_1_119_0,7124,6959,6942,6856,6634,6299,6036,0,1.1500994,0.9395206,-0.06981045,
1_1_1_1_1_120_0,7530,7613,7759,7714,7436,6946,6666,0,1.1639664,0.94855386,-0.07577123,
1_1_1_1_1_121_0,6036,6000,6059,6013,5876,5465,5213,0,1.1622866,0.94931775,-0.07505323,
1_1_1_1_1_122_0,6362,6315,6337,6245,5973,5626,5372,0,1.1796352,0.93444633,-0.08241524,
1_1_1_1_1_123_0,5901,5837,5873,5791,5630,5271,5035,0,1.166435,0.93920267,-0.07682435,
1_1_1_1_1_124_0,8667,8463,8505,8430,8183,7761,7480,0,1.137032,0.9142728,-0.06412262,
1_1_1_1_1_125_0,9139,9139,9376,9322,9061,8654,8362,0,1.1212629,0.85281295,-0.057165407,
1_1_1_1_1_126_0,7641,7660,7762,7773,7448,7043,6618,0,1.1728619,0.9439157,-0.07955494,
1_1_1_1_1_127_0,8127,8176,8410,8341,8124,7688,7403,0,1.1360259,0.9324037,-0.06368178,
1_1_1_1_1_128_0,7621,7539,7700,7660,7519,7108,6893,0,1.1170753,0.922969,-0.055300485,
1_1_1_1_1_129_0,6398,6309,6419,6382,6279,5974,5760,0,1.1144097,0.9382489,-0.054109532,
1_1_1_1_1_130_0,6568,6394,6466,6499,6341,6065,5819,0,1.1111875,0.9192556,-0.052665852,
1_1_1_1_1_131_0,6898,6694,6750,6723,6574,6325,6114,0,1.1040236,0.9153076,-0.0494403,
1_1_1_1_1_132_0,7490,7492,7699,7690,7495,7126,6850,0,1.1239417,0.9321728,-0.058354527,
1_1_1_1_1_133_0,7556,7610,7854,7857,7642,7268,7020,0,1.1188034,0.931227,-0.056070995,
1_1_1_1_1_134_0,8140,8233,8358,8281,7977,7457,7130,0,1.17223,0.9290066,-0.07928719,
1_1_1_1_1_135_0,6682,6665,6756,6487,6329,5953,5850,0,1.1548718,0.9411679,-0.071870536,
1_1_1_1_1_136_0,4503,4762,4738,4627,4414,4081,3593,0,1.3186752,0.9224869,-0.13743848,
1_1_1_1_1_137_0,6761,6833,6968,6923,6725,6328,5991,0,1.163078,0.94009084,-0.07539162,
1_1_1_1_1_138_0,8022,8033,8076,7984,7636,7138,6729,0,1.2001784,0.94527185,-0.09098277,
1_1_1_1_1_139_0,7575,7743,8038,8093,7683,7316,6898,0,1.1652653,0.945233,-0.076325655,
1_1_1_1_1_140_0,7531,7423,7559,7529,7369,6976,6710,0,1.1265275,0.9238046,-0.059499614,
1_1_1_1_1_141_0,7876,7889,8067,7954,7668,7255,6885,0,1.1716776,0.9279081,-0.07905297,
1_1_1_1_1_142_0,4407,4711,4749,4736,4516,4203,3654,0,1.2996716,0.9030499,-0.13031061,
1_1_1_1_1_143_0,6014,6036,5887,5583,5211,4828,4384,0,1.3428376,0.9281265,-0.14633434,
1_1_1_1_1_144_0,6150,6294,6030,5790,5316,4657,4358,0,1.3836622,0.9339376,-0.16095495,
1_1_1_1_1_145_0,5531,5525,5484,5803,5362,4817,4185,0,1.3103943,0.9297939,-0.13434689,
1_1_1_1_1_146_0,5695,5870,5763,5374,5062,4587,4350,0,1.3248276,0.9341021,-0.13972116,
1_1_1_1_1_147_0,6058,6050,5810,5653,5172,4599,4252,0,1.3664159,0.9428388,-0.15483999,
1_1_1_1_1_148_0,6431,6440,6264,6078,5598,5024,4584,0,1.3664922,0.950924,-0.15486726,
1_1_1_1_1_149_0,5585,5665,5592,5321,4976,4489,4276,0,1.3077643,0.9384089,-0.13336036,
1_1_1_1_1_150_0,6616,6678,6493,6119,5692,5132,4775,0,1.3597906,0.95177555,-0.15246716,
1_1_1_1_1_151_0,5336,5414,5422,5321,5022,4581,4229,0,1.2820998,0.93633765,-0.12361413,
1_1_1_1_1_152_0,7018,7207,7489,7525,7249,6898,6506,0,1.1510913,0.94232583,-0.07023937,
1_1_1_1_1_153_0,6587,6508,6380,6062,5681,5041,4741,0,1.3457077,0.93604046,-0.14737883,
1_1_1_1_1_154_0,6470,6495,6456,6479,6006,5401,4865,0,1.3270298,0.9367825,-0.1405353,
1_1_1_1_1_155_0,4479,4455,4488,4437,4249,3853,3568,0,1.2578475,0.9083316,-0.1142006,
1_1_1_1_1_156_0,5095,5220,5301,5141,5042,4687,4460,0,1.188565,0.92159027,-0.08615921,
1_1_1_1_1_157_0,6172,6206,6222,6155,5854,5297,4920,0,1.2646341,0.9318288,-0.116855145,
1_1_1_1_1_158_0,7369,7509,7776,7785,7492,7107,6676,0,1.1647693,0.94533676,-0.076114036,
1_1_1_1_1_159_0,7268,7419,7755,7793,7569,7207,6852,0,1.1317863,0.9363174,-0.061819676,
1_1_1_1_1_160_0,7112,7242,7581,7482,7245,6906,6551,0,1.1572279,0.9371406,-0.07288423,
1_1_1_1_1_161_0,6560,6822,7145,7144,6939,6552,6234,0,1.1461341,0.659854,-0.06809179,
1_1_1_1_1_162_0,6503,6765,7152,7124,6956,6561,6230,0,1.1479936,0.92132914,-0.06889852,
1_1_1_1_1_163_0,7039,7308,7631,7576,7346,6840,6486,0,1.176534,0.94026285,-0.081107885,
1_1_1_1_1_164_0,5156,5208,5161,4955,4465,4004,3756,0,1.3740681,0.9115434,-0.15756421,
1_1_1_1_1_165_0,4693,4758,4601,4370,4030,3587,3267,0,1.4083257,0.9108434,-0.16954753,
1_1_1_1_1_166_0,6100,6129,5808,5477,4980,4361,4105,0,1.4148599,0.9310019,-0.17179461,
1_1_1_1_1_167_0,5085,5197,5027,4923,4535,4131,3674,0,1.3682635,0.9248148,-0.15549937,
1_1_1_1_1_168_0,5106,5135,5030,4634,4338,4072,3813,0,1.3191713,0.9192674,-0.13762298,
1_1_1_1_1_169_0,5922,5873,5773,5656,5336,4840,4497,0,1.2837447,0.93349797,-0.124245375,
1_1_1_1_1_170_0,5652,5646,5571,5352,5146,4704,4433,0,1.256711,0.936546,-0.113754496,
1_1_1_1_1_171_0,5674,5782,5735,5575,5336,4930,4756,0,1.2058452,0.9331327,-0.09331808,
1_1_1_1_1_172_0,5675,5716,5696,5608,5400,4961,4649,0,1.2252097,0.93271345,-0.101208314,
1_1_1_1_1_173_0,5693,5741,5815,5813,5589,5223,4913,0,1.1835946,0.9300723,-0.08407904,
1_1_1_1_1_174_0,5263,5385,5636,5649,5520,5242,5035,0,1.1193645,0.91126883,-0.05632087,
1_1_1_1_1_175_0,5010,5143,5350,5334,5248,5015,4735,0,1.1298839,0.9062268,-0.060981657,
1_1_1_1_1_176_0,5638,5645,5782,5742,5638,5379,5172,0,1.1179428,0.8984362,-0.05568742,
1_1_1_1_1_177_0,7288,7375,7786,7758,7573,7248,6934,0,1.1228728,0.93798447,-0.057880435,
1_1_1_1_1_178_0,7227,7232,7472,7472,7281,6815,6400,0,1.1675,0.94121593,-0.07727797,
1_1_1_1_1_179_0,4466,4514,4611,4625,4397,4138,3918,0,1.176876,0.9286477,-0.081252195,
1_1_1_1_1_180_0,5540,5591,5642,5611,5390,5059,4700,0,1.2004255,0.92494404,-0.0910849,
1_1_1_1_1_181_0,4446,4535,4524,4717,4331,3937,3520,0,1.2852273,0.914714,-0.12481353,
1_1_1_1_1_182_0,4992,5095,4925,4699,4396,3982,3664,0,1.3441594,0.91938215,-0.14681569,
1_1_1_1_1_183_0,4725,4869,4828,4802,4417,4219,3745,0,1.2891855,0.91241163,-0.12632684,
1_1_1_1_1_184_0,5424,5483,5558,5540,5315,5029,4660,0,1.1927038,0.9228476,-0.08788413,
1_1_1_1_1_185_0,5466,5475,5558,5488,5299,4943,4674,0,1.1891314,0.93189836,-0.08639562,
1_1_1_1_1_186_0,5338,5413,5364,5393,5069,4598,4085,0,1.3130966,0.90163356,-0.13535824,
1_1_1_1_1_187_0,6168,6140,5978,5795,5392,4772,4370,0,1.3679634,0.9387433,-0.15539235,
1_1_1_1_1_188_0,5697,5893,5717,5564,5161,4780,4375,0,1.3067429,0.9388057,-0.13297662,
1_1_1_1_1_189_0,5149,5178,5223,5065,4821,4431,4156,0,1.2567372,0.92741483,-0.11376479,
1_1_1_1_1_190_0,4966,4984,5182,5192,5003,4678,4409,0,1.1753232,0.92991287,-0.080596395,
1_1_1_1_1_191_0,5982,6269,6691,6733,6553,6299,6018,0,1.1118312,0.9402662,-0.0529546,
1_1_1_1_1_192_0,4106,4043,4127,4218,4102,3829,3529,0,1.1694531,0.9048292,-0.078108676,
1_1_1_1_1_193_0,4359,4319,4232,4084,3793,3412,3128,0,1.3529412,0.91529936,-0.15,
1_1_1_1_1_194_0,4831,4761,4618,4382,4153,3796,3572,0,1.2928331,0.93104845,-0.12771674,
1_1_1_1_1_195_0,4118,4116,4138,4069,3895,3570,3333,0,1.2415241,0.92786884,-0.10774997,
1_1_1_1_1_196_0,4689,4605,4641,4570,4261,3907,3666,0,1.2659575,0.87844175,-0.11737089,
1_1_1_1_1_197_0,4741,4600,4620,4449,4357,4145,4038,0,1.1441307,0.80286103,-0.06722107,
1_1_1_1_1_198_0,4293,4299,4287,4597,4390,4006,3615,0,1.1858921,0.8344357,-0.08504176,
1_1_1_1_1_199_0,3548,3487,3532,3433,3385,3286,3181,0,1.1103426,0.76960164,-0.052286606,
1_1_1_1_2_0_0,7208,7016,7223,7132,6901,6527,6184,1,1.1680143,0.93358135,-0.07749683,
1_1_1_1_2_1_0,6920,6659,6867,6927,6877,6770,6697,1,1.0253845,0.6664164,-0.012533176,
1_1_1_1_2_2_0,6400,6094,6391,6430,6332,5908,5647,1,1.1317514,0.8372023,-0.061804287,
1_1_1_1_2_3_0,6611,6536,6692,6575,6578,6005,5754,1,1.163017,0.6278954,-0.07536558,
1_1_1_1_2_4_0,6179,6012,6064,5936,5997,5598,5512,1,1.1001451,0.8784565,-0.047684867,
1_1_1_1_2_5_0,5662,5509,5740,5689,5668,5598,5531,1,1.037787,0.7513909,-0.018543163,
1_1_1_1_2_6_0,5716,5700,6025,6069,5908,5832,5483,1,1.098851,0.888668,-0.04709767,
1_1_1_1_2_7_0,6347,6253,6560,6628,6519,6310,5964,1,1.0999329,0.8738388,-0.04758863,
1_1_1_1_2_8_0,5344,5273,5635,5708,5676,5636,5456,1,1.032808,0.48660842,-0.016139211,
1_1_1_1_2_9_0,7097,7214,7824,7811,7700,7503,7263,1,1.0772408,0.8801147,-0.03718433,
1_1_1_1_2_10_0,7436,7638,8288,8410,8297,8155,7757,1,1.0684543,0.91909546,-0.03309442,
1_1_1_1_2_11_0,9033,8760,8827,8669,8224,7752,7349,1,1.2011158,0.9374102,-0.091369934,
1_1_1_1_2_12_0,6662,6470,6575,6777,6497,5993,5732,1,1.1470691,0.7444055,-0.068497606,
1_1_1_1_2_13_0,7906,7686,7818,7648,7333,6985,6523,1,1.1985283,0.9020045,-0.09030054,
1_1_1_1_2_14_0,8053,7845,7988,7854,7472,7212,6759,1,1.1818316,0.9099209,-0.08333898,
1_1_1_1_2_15_0,5002,5023,5445,5577,5498,5500,5250,1,1.0371429,0.90626186,-0.018232819,
1_1_1_1_2_16_0,7764,7788,8166,8169,7918,7581,7124,1,1.1462661,0.9296333,-0.06814912,
1_1_1_1_2_17_0,5312,5328,5732,5800,5692,5778,5535,1,1.0355917,0.6490251,-0.01748469,
1_1_1_1_2_18_0,5948,6064,6409,6588,6586,6364,6095,1,1.0515176,0.7050471,-0.025111964,
1_1_1_1_2_19_0,9278,9246,9757,9591,9495,8967,8542,1,1.1422384,0.8274533,-0.06639707,
1_1_1_1_2_20_0,8315,8236,8643,8688,8439,8117,7522,1,1.1490295,0.7694704,-0.06934735,
1_1_1_1_2_21_0,5715,5513,5628,5584,5448,5163,4884,1,1.1523341,0.93167484,-0.070776254,
1_1_1_1_2_22_0,5457,5278,5370,5369,5247,4959,4690,1,1.1449894,0.95300645,-0.06759443,
1_1_1_1_2_23_0,6301,6167,6262,6237,6043,5707,5367,1,1.1667598,0.9534368,-0.07696277,
1_1_1_1_2_24_0,6683,6670,6905,6905,6775,6548,6269,1,1.1014516,0.7002294,-0.04827691,
1_1_1_1_2_25_0,6913,6963,7413,7585,7385,7085,6602,1,1.1228416,0.7906648,-0.057866573,
1_1_1_1_2_26_0,6585,6783,7398,7592,7594,7431,7219,1,1.0247957,0.8978735,-0.012246015,
1_1_1_1_2_27_0,6334,6409,6905,7041,6894,6700,6321,1,1.0923904,0.92029965,-0.044155452,
1_1_1_1_2_28_0,4448,4453,4762,4872,4818,4812,4629,1,1.028732,0.73673946,-0.014162496,
1_1_1_1_2_29_0,5129,5262,5715,5942,5987,5928,5655,1,1.0106101,0.8639745,-0.005277045,
1_1_1_1_2_30_0,2297,2273,2389,2756,2808,3014,2623,1,0.9107892,0.21162046,0.04668795,
1_1_1_1_2_31_0,4355,4427,4833,5035,5054,5153,4805,1,1.0058273,0.6466431,-0.002905167,
1_1_1_1_2_32_0,4551,4490,4712,4663,4725,4659,4423,1,1.0653403,0.76355064,-0.031636562,
1_1_1_1_2_33_0,4332,4340,4701,4647,4648,4755,4618,1,1.0179732,0.8523261,-0.008906535,
1_1_1_1_2_34_0,4492,4536,4923,5070,5075,5010,4825,1,1.0203109,0.8330976,-0.010053344,
1_1_1_1_2_35_0,4326,4335,4681,4809,4860,4883,4605,1,1.0165038,0.9013158,-0.008184363,
1_1_1_1_2_36_0,3976,3945,4251,4405,4481,4574,4346,1,0.97814083,0.8692253,0.011050367,
1_1_1_1_2_37_0,4567,4635,4977,5068,5101,5010,4848,1,1.026609,0.9058388,-0.013129771,
1_1_1_1_2_38_0,4562,4599,4937,5015,5051,5052,4908,1,1.0059087,0.6681175,-0.0029456576,
1_1_1_1_2_39_0,5187,5227,5662,5896,5912,5934,5739,1,0.98658305,0.8948704,0.0067537935,
1_1_1_1_2_40_0,4567,4607,4987,5148,5164,5372,5053,1,0.9869385,0.8746694,0.006573705,
1_1_1_1_2_41_0,5418,5452,5843,5891,5817,5860,5593,1,1.0446987,0.9220871,-0.021860791,
1_1_1_1_2_42_0,5523,5563,5946,5957,5951,5877,5665,1,1.0496029,0.9255798,-0.024201188,
1_1_1_1_2_43_0,5477,5545,5996,6232,6182,6076,5796,1,1.0345066,0.91868514,-0.01696065,
1_1_1_1_2_44_0,5498,5516,5880,5928,5914,5722,5541,1,1.0611802,0.92195123,-0.029682165,
1_1_1_1_2_45_0,5096,5082,5450,5506,5535,5554,5292,1,1.0298564,0.86290324,-0.0147086205,
1_1_1_1_2_46_0,5237,5268,5674,5713,5688,5666,5435,1,1.0439743,0.8946233,-0.021514088,
1_1_1_1_2_47_0,4788,4786,5060,5180,5151,4981,4838,1,1.0458868,0.6629604,-0.022428773,
1_1_1_1_2_48_0,5777,5928,6417,6608,6600,6543,6267,1,1.0239348,0.787696,-0.011825923,
1_1_1_1_2_49_0,5757,5880,6358,6483,6488,6410,6205,1,1.0246575,0.8528439,-0.012178619,
1_1_1_1_2_50_0,5248,5350,5780,6024,5948,5895,5596,1,1.0328807,0.89649063,-0.016174402,
1_1_1_1_2_51_0,5917,6060,6545,6528,6621,6457,6271,1,1.0436932,0.88814455,-0.021379525,
1_1_1_1_2_52_0,5135,5251,5672,5876,5673,5793,5420,1,1.0464945,0.8479676,-0.022719076,
1_1_1_1_2_53_0,5741,5842,6283,6431,6366,6292,6029,1,1.0421298,0.9004554,-0.02063028,
1_1_1_1_2_54_0,7608,7809,8531,8751,8619,8381,8038,1,1.0613337,0.8901126,-0.029754361,
1_1_1_1_2_55_0,6681,6789,7341,7378,7356,7204,6992,1,1.0499142,0.76063275,-0.024349403,
1_1_1_1_2_56_0,7128,7324,7891,8107,7961,7781,7452,1,1.0589104,0.89962393,-0.028612396,
1_1_1_1_2_57_0,6097,6247,6712,6870,6706,6556,6346,1,1.0576742,0.8830445,-0.028028795,
1_1_1_1_2_58_0,6379,6523,7070,7198,7133,6839,6729,1,1.0506762,0.90508175,-0.024711935,
1_1_1_1_2_59_0,5145,5164,5533,5660,5573,5465,5213,1,1.061385,0.86965966,-0.029778522,
1_1_1_1_2_60_0,4984,5099,5470,5626,5594,5476,5141,1,1.0639954,0.74235433,-0.03100556,
1_1_1_1_2_61_0,5351,5493,5935,6029,5983,5752,5528,1,1.0736252,0.87442416,-0.03550554,
1_1_1_1_2_62_0,5878,6076,6530,6638,6556,6401,6096,1,1.0711942,0.7799912,-0.034373514,
1_1_1_1_2_63_0,6869,7111,7751,7971,7775,7693,7182,1,1.0792259,0.90362734,-0.03810353,
1_1_1_1_2_64_0,6419,6642,7168,7162,7116,7049,6836,1,1.0485665,0.84988165,-0.023707513,
1_1_1_1_2_65_0,4729,4758,5075,5109,5088,4974,4751,1,1.0681962,0.89637303,-0.032973744,
